timestamp,CPU_0(group_0),CPU_2(group_1),CPU_4(group_1),CPU_6(group_2),CPU_8(group_3),CPU_10(group_3),CPU_12(group_3),CPU_14(group_4),CPU_16(group_5),CPU_64(group_0),CPU_66(group_1),CPU_68(group_1),CPU_70(group_2),CPU_72(group_3),CPU_74(group_3),CPU_76(group_3),CPU_78(group_4),CPU_80(group_5)
1768749195.6079986,14.8,1.0,2.0,2.0,0.0,0.0,0.0,0.0,100.0,1.0,5.1,4.0,1.0,3.0,0.0,0.0,0.0,100.0
1768749196.6116984,11.5,0.0,0.0,1.0,4.0,5.9,5.0,1.0,100.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0
1768749197.615525,9.9,0.0,0.0,1.0,7.1,1.0,1.0,1.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749198.6199002,10.9,2.0,6.2,11.0,2.0,0.0,9.0,5.1,100.0,0.0,3.1,1.0,4.0,0.0,0.0,0.0,0.0,100.0
1768749199.6234255,10.9,1.0,6.1,0.0,1.0,3.0,8.1,15.8,100.0,4.0,3.0,2.0,5.0,10.1,2.0,0.0,0.0,100.0
1768749200.625462,12.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2.0,4.0,2.0,1.0,2.0,0.0,2.0,0.0,100.0
1768749201.6291995,14.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,100.0,7.1,3.0,1.0,1.0,4.0,1.0,13.3,2.0,100.0
1768749202.633441,14.2,0.0,0.0,8.0,1.0,0.0,0.0,0.0,100.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,6.0,100.0
1768749203.6357896,10.1,4.0,3.0,1.0,4.1,1.0,0.0,2.0,100.0,5.0,0.0,2.0,2.0,2.0,3.1,2.0,7.1,100.0
1768749204.6389987,11.7,3.1,1.0,0.0,1.0,0.0,0.0,0.0,100.0,15.3,3.0,9.2,7.1,7.0,2.0,13.1,5.1,100.0
1768749205.640914,10.0,6.0,6.1,0.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,12.2,5.0,5.1,1.0,0.0,4.0,100.0
1768749206.6428614,11.7,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,100.0
1768749207.6470785,9.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749208.6502364,6.3,1.0,0.0,2.0,6.1,8.1,7.0,4.0,100.0,4.0,7.0,7.0,1.0,1.0,0.0,2.9,0.0,100.0
1768749209.6549244,13.5,3.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,100.0
1768749210.6581833,10.8,2.0,1.0,0.0,2.0,0.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1768749211.6614738,9.2,0.0,1.0,1.0,13.9,3.0,1.0,0.0,100.0,0.0,1.0,5.1,4.0,3.0,0.0,0.0,0.0,100.0
1768749212.6660237,8.2,2.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,5.0,2.0,2.0,17.2,5.1,9.1,5.1,6.1,100.0
1768749213.670482,11.7,2.0,2.0,0.0,2.0,0.0,0.0,1.0,100.0,0.0,2.0,1.0,13.4,8.0,7.1,0.0,3.0,100.0
1768749214.6726701,13.3,1.0,2.0,1.0,2.0,1.0,3.0,0.0,100.0,13.0,6.1,2.0,10.2,3.0,1.0,2.0,6.0,100.0
1768749215.6767642,9.1,0.0,1.0,3.0,1.0,2.0,1.0,0.0,100.0,4.0,1.0,5.0,3.0,3.0,2.0,0.0,3.0,100.0
1768749216.6792114,9.1,2.0,0.0,0.0,1.0,1.0,4.0,1.0,100.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,100.0
1768749217.681563,8.2,3.0,0.0,1.0,1.0,2.0,5.1,1.0,100.0,0.0,0.0,0.0,3.1,3.0,1.0,3.0,2.0,100.0
1768749218.6849663,8.2,2.0,1.0,1.0,3.0,1.0,9.0,4.0,100.0,0.0,0.0,2.0,1.0,2.0,5.0,5.1,7.1,100.0
1768749219.6870515,6.4,3.0,9.2,3.0,0.0,1.0,3.0,2.0,100.0,0.0,4.0,0.0,2.0,9.1,7.1,2.0,1.0,100.0
1768749220.6904936,10.9,6.0,3.0,2.0,2.0,2.0,0.0,1.0,100.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749221.694301,10.0,1.0,1.0,7.1,11.0,0.0,1.0,7.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0
1768749222.6991665,12.5,0.0,2.0,0.0,5.0,4.0,2.0,6.2,100.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,100.0
1768749223.7032044,9.2,1.0,2.0,0.0,0.0,2.0,1.0,6.1,100.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,100.0
1768749224.7075794,11.2,4.0,6.1,6.0,2.0,4.0,2.0,3.1,100.0,7.0,3.0,13.3,5.1,6.0,3.0,5.1,5.0,100.0
1768749225.7094295,15.4,3.1,2.0,1.0,2.0,6.1,5.0,1.0,100.0,2.0,1.0,9.1,2.0,0.0,3.0,0.0,0.0,100.0
1768749226.7130353,9.3,1.0,0.0,4.0,13.3,2.0,3.0,3.0,100.0,0.0,2.0,2.0,3.0,0.0,3.0,5.1,4.0,100.0
1768749227.716907,9.1,0.0,1.0,2.0,5.1,8.2,3.1,2.1,100.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,100.0
1768749228.7212303,11.9,1.0,1.0,1.0,1.0,2.0,1.0,5.1,100.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100.0
1768749229.7250354,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1768749230.7294123,8.2,2.0,2.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749231.7331502,14.8,6.1,15.2,5.1,6.1,7.0,2.0,0.0,100.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,100.0
1768749232.7368355,10.0,1.0,2.0,4.0,1.0,4.0,4.0,9.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
1768749233.7412333,11.8,0.0,0.0,0.0,3.0,0.0,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749234.7460532,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1768749235.7510571,10.9,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0
1768749236.7552,10.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749237.7586892,10.9,0.0,0.0,0.0,2.0,4.0,1.0,0.0,100.0,1.0,0.0,4.0,2.0,5.1,4.9,1.0,0.0,100.0
1768749238.7622454,8.2,0.0,0.0,0.0,0.0,2.0,2.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,7.1,4.0,2.0,100.0
1768749239.7656693,10.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,1.0,100.0
1768749240.7707038,10.0,0.0,1.0,0.0,1.0,1.0,4.9,2.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0
1768749241.7746665,16.5,1.0,0.0,0.0,1.0,2.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749242.7789168,9.0,3.0,3.0,6.0,2.0,0.0,1.0,2.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1768749243.7837644,11.7,0.0,0.0,3.0,1.0,0.0,6.1,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749244.787623,12.6,1.0,0.0,1.0,0.0,0.0,1.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749245.791231,7.2,1.0,3.0,1.0,2.0,2.0,0.0,0.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749246.7962198,12.6,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,6.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,100.0
1768749247.9197004,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,6.1,0.0,4.0,1.0,1.0,3.0,3.0,1.0,100.0
1768749248.9233088,9.8,0.0,0.0,0.0,2.0,1.0,3.0,2.0,100.0,15.5,3.0,3.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749249.927661,8.9,0.0,0.0,1.0,0.0,0.0,0.0,10.2,100.0,10.1,5.0,1.0,7.1,1.0,0.0,0.0,1.0,100.0
1768749250.9323525,8.9,0.0,2.0,0.0,0.0,1.0,0.0,12.1,100.0,9.0,2.0,0.0,2.0,6.1,3.0,1.0,2.0,100.0
1768749251.9373858,15.5,9.1,4.0,3.0,11.2,0.0,7.9,1.0,100.0,10.1,0.0,2.0,1.0,1.0,3.0,2.0,10.1,100.0
1768749252.9424865,7.1,3.0,1.0,1.0,5.1,1.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,100.0
1768749253.9472497,8.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0
1768749254.9983797,8.2,0.0,1.0,2.0,1.0,2.0,0.0,3.0,100.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,100.0
1768749256.0020525,14.7,4.0,5.1,2.0,7.0,1.0,0.0,0.0,100.0,1.0,2.0,1.0,16.2,1.0,0.0,3.0,2.0,100.0
1768749257.009045,7.2,1.0,1.0,6.1,1.0,2.0,2.9,1.0,100.0,2.0,1.0,1.0,6.1,1.0,2.0,4.1,9.0,100.0
1768749258.0132651,13.3,9.1,3.0,1.0,8.1,3.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749259.0173724,10.1,0.0,0.0,0.0,8.0,5.0,6.1,4.1,100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749260.0216002,8.2,2.0,0.0,0.0,0.0,1.0,0.0,4.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0
1768749261.0266054,7.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0
1768749262.0307114,11.7,0.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,7.0,2.0,3.1,3.0,2.0,0.0,0.0,0.0,100.0
1768749263.0365636,7.2,0.0,1.0,7.1,3.1,5.9,2.0,13.1,100.0,0.0,0.0,3.0,2.0,0.0,4.0,1.0,0.0,100.0
1768749264.0420647,7.2,0.0,1.0,2.0,4.0,1.0,3.0,1.0,100.0,2.0,3.0,6.9,13.0,4.0,3.0,1.0,0.0,100.0
1768749265.046555,6.3,1.0,1.0,4.0,1.0,1.0,3.0,3.0,100.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,2.0,100.0
1768749266.0503445,11.8,1.0,1.0,1.0,2.0,0.0,10.1,0.0,100.0,0.0,1.0,1.0,2.0,2.0,9.1,1.0,10.1,100.0
1768749267.054335,6.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,1.0,4.0,1.0,6.9,7.1,100.0
1768749268.0575266,7.3,2.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,1.0,100.0
1768749269.060954,11.0,6.1,1.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,100.0
1768749270.0649521,8.2,2.0,8.2,13.1,0.0,2.0,0.0,0.0,100.0,7.9,2.0,1.0,1.0,1.0,2.0,5.1,0.0,100.0
1768749271.0674665,12.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,100.0,8.2,4.0,2.0,1.0,6.0,4.0,3.0,2.0,100.0
1768749272.0715113,10.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,2.0,11.0,1.0,0.0,0.0,6.9,6.0,7.1,100.0
1768749273.0750248,10.2,0.0,0.0,0.0,1.0,1.0,3.0,0.0,100.0,1.0,4.0,1.0,3.0,3.0,14.0,2.0,4.1,100.0
1768749274.0804672,12.5,0.0,0.0,0.0,0.0,1.0,2.0,1.0,100.0,0.0,2.0,2.0,2.0,4.1,10.1,10.0,5.0,100.0
1768749275.084799,12.5,2.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,1.0,0.0,2.0,13.0,8.2,2.0,5.1,100.0
1768749276.0890622,10.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,7.1,0.0,0.0,0.0,100.0
1768749277.0930936,12.6,0.0,0.0,0.0,1.0,13.1,2.0,2.0,100.0,0.0,3.9,0.0,1.0,14.3,1.0,3.0,1.0,100.0
1768749278.0965993,10.1,0.0,0.0,0.0,2.0,2.0,4.0,3.0,100.0,1.0,9.1,6.0,3.0,13.1,1.0,3.0,4.0,100.0
1768749279.1013086,13.6,1.0,3.0,1.0,0.0,5.1,1.0,6.0,100.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,100.0
1768749280.1036892,12.6,10.1,2.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0,6.9,0.0,0.0,1.0,0.0,0.0,100.0
1768749281.1079118,9.1,3.0,3.0,1.0,6.1,1.0,0.0,0.0,100.0,0.0,4.1,1.0,1.0,6.1,0.0,0.0,7.1,100.0
1768749282.1112008,10.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0,2.0,4.9,1.0,1.0,2.0,0.0,1.0,1.0,100.0
1768749283.1148303,8.2,2.0,1.0,4.0,3.0,2.0,2.0,1.0,100.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,100.0
1768749284.1191385,10.9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749285.1210575,13.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,100.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0
1768749286.1252575,14.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,100.0
1768749287.1290603,12.0,8.2,4.0,4.0,2.0,1.0,0.0,1.0,100.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,100.0
1768749288.1319618,11.8,0.0,3.0,1.0,3.1,2.0,2.0,0.0,100.0,7.1,10.2,5.0,5.0,2.0,1.0,0.0,1.0,100.0
1768749289.135723,10.9,2.0,0.0,4.0,6.1,2.0,0.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,100.0
1768749290.1396275,8.2,0.0,0.0,3.1,6.0,3.0,6.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749291.1436791,8.2,1.0,1.0,0.0,8.0,6.1,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1768749292.148211,13.3,2.0,0.0,1.0,1.0,3.0,1.0,7.1,100.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749293.1540542,12.6,1.0,1.0,3.0,15.8,2.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,11.0,7.0,5.0,3.0,100.0
1768749294.1582818,10.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,5.1,1.0,8.2,3.0,100.0
1768749295.162418,10.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749296.1667457,13.5,7.1,4.1,8.0,4.0,5.0,1.0,1.0,100.0,5.1,2.0,1.0,0.0,1.0,1.0,1.0,1.0,100.0
1768749297.1714642,11.5,0.0,2.0,2.0,3.0,14.1,6.0,4.0,100.0,5.1,2.0,1.0,0.0,4.0,1.0,3.0,9.1,100.0
1768749298.175557,8.1,1.0,0.0,2.0,1.0,2.0,1.0,2.0,100.0,2.0,3.0,8.1,1.0,0.0,0.0,0.0,4.0,100.0
1768749299.1790962,10.0,0.0,1.0,0.0,2.0,4.0,5.1,3.0,100.0,0.0,1.0,0.0,4.0,2.0,1.0,5.0,0.0,100.0
1768749300.1829195,10.9,0.0,0.0,0.0,0.0,1.0,5.0,2.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,100.0
1768749301.1864865,8.2,1.0,2.0,1.0,0.0,0.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749302.188186,17.3,0.0,3.0,0.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
1768749303.1898992,12.6,0.0,2.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749304.1934245,10.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
1768749305.1951065,12.5,1.0,3.1,4.0,4.0,0.0,0.0,0.0,100.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749306.1985536,11.0,0.0,0.0,2.0,17.5,1.0,11.1,17.5,100.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749307.2015014,10.8,0.0,3.0,0.0,8.1,0.0,6.1,13.1,100.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749308.2059286,11.7,0.0,0.0,1.0,1.0,2.0,5.0,2.0,100.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,100.0
1768749309.209835,9.2,1.0,1.0,0.0,1.0,1.0,0.0,0.0,100.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,1.0,100.0
1768749310.2131462,9.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,2.0,2.0,3.0,0.0,2.0,2.0,100.0
1768749311.4063244,10.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8.1,2.0,4.1,8.0,7.0,3.0,9.1,100.0
1768749312.4646811,12.6,3.0,0.0,1.0,1.0,2.0,0.0,1.0,100.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,7.1,100.0
1768749313.4686108,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,6.1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,100.0
1768749314.4707205,15.7,0.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,100.0
1768749315.4725723,10.9,1.0,1.0,2.0,1.0,1.0,1.0,0.0,100.0,7.0,5.1,2.0,1.0,0.0,0.0,0.0,1.0,100.0
1768749316.476765,12.6,0.0,5.9,8.0,5.1,1.0,1.0,1.0,100.0,2.0,1.0,3.0,13.1,6.9,5.0,7.0,5.1,100.0
1768749317.4807227,12.6,1.0,0.0,10.1,7.1,0.0,1.0,0.0,100.0,0.0,0.0,1.0,4.1,1.0,8.1,2.0,2.0,100.0
1768749318.4850247,13.3,4.0,4.0,6.1,0.0,0.0,0.0,1.0,100.0,0.0,1.0,1.0,0.0,5.1,0.0,0.0,0.0,100.0
1768749319.4884715,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,2.0,10.1,8.1,12.1,5.0,11.1,5.0,100.0
1768749320.4927943,10.9,1.0,0.0,3.0,5.0,10.2,2.0,5.0,100.0,2.0,0.0,5.0,0.0,0.0,1.0,11.1,13.3,100.0
1768749321.4976933,9.9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,5.1,6.1,100.0
1768749322.5009534,10.8,1.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749323.5043557,13.6,1.0,1.0,1.0,0.0,1.0,1.0,2.0,100.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,100.0
1768749324.508179,10.9,0.0,0.0,2.0,2.0,3.0,4.0,3.0,100.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749325.5126677,12.6,1.0,0.0,0.0,3.0,1.0,13.3,5.1,100.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749326.516692,14.2,2.0,2.0,2.0,4.1,2.0,1.0,1.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749327.5203679,13.3,0.0,1.0,2.0,0.0,6.1,0.0,8.0,100.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749328.52404,7.2,2.0,2.0,5.0,1.0,1.0,5.0,3.0,100.0,0.0,3.0,9.2,0.0,1.0,0.0,0.0,0.0,100.0
1768749329.527348,10.1,2.0,1.0,3.0,5.9,2.0,0.0,0.0,100.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749330.5303872,16.7,2.0,1.0,1.0,0.0,0.0,1.0,0.0,100.0,5.1,6.1,10.3,2.0,0.0,0.0,0.0,0.0,100.0
1768749331.533909,12.5,1.0,1.0,0.0,2.0,4.0,4.0,0.0,100.0,1.0,1.0,2.0,8.1,4.0,2.0,0.0,0.0,100.0
1768749332.5374799,12.9,4.0,1.0,1.0,0.0,10.1,0.0,0.0,100.0,2.0,1.0,0.0,3.0,3.0,10.2,2.0,1.0,100.0
1768749333.5425541,10.9,7.1,0.0,2.0,1.0,3.0,0.0,1.0,100.0,1.0,3.0,2.0,0.0,6.1,1.0,2.0,0.0,100.0
1768749334.546219,16.8,8.2,2.0,0.0,5.1,7.1,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,100.0
1768749335.5499053,12.0,14.0,8.1,6.0,4.1,1.0,3.0,1.0,100.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,12.1,100.0
1768749336.5538568,11.8,0.0,0.0,2.0,1.0,2.0,1.0,1.0,100.0,0.0,2.0,2.0,2.0,6.0,0.0,3.0,2.0,100.0
1768749337.5572138,10.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,5.1,100.0
1768749338.5600095,12.6,1.0,1.0,0.0,2.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749339.5624838,13.5,2.0,1.0,2.0,1.0,0.0,0.0,0.0,100.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,100.0
1768749340.5661454,14.8,2.0,0.0,4.0,3.0,9.0,3.0,1.0,100.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749341.5691164,10.9,0.0,2.0,1.0,2.0,1.0,13.1,9.1,100.0,1.0,1.0,4.1,2.0,0.0,1.0,0.0,1.0,100.0
1768749342.5743322,15.2,12.0,2.0,11.1,5.1,4.0,3.0,3.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749343.578286,13.7,22.4,6.1,10.1,10.1,14.1,3.0,0.0,100.0,2.0,6.2,3.0,1.0,3.0,0.0,0.0,0.0,100.0
1768749344.5824602,9.1,2.0,1.0,2.0,5.1,6.1,9.1,2.0,100.0,0.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,100.0
1768749345.5868564,13.3,2.0,2.0,0.0,0.0,4.0,6.1,4.0,100.0,6.1,2.0,4.0,2.0,1.0,2.0,2.9,2.0,100.0
1768749346.5891087,10.0,5.1,1.0,2.0,1.0,1.0,0.0,0.0,100.0,6.1,1.0,4.0,3.0,4.0,5.1,1.0,1.0,100.0
1768749347.5927432,11.7,1.0,2.0,0.0,4.0,0.0,0.0,0.0,100.0,1.0,1.0,2.0,15.2,12.2,1.0,2.0,1.0,100.0
1768749348.595978,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,1.0,100.0
1768749349.5988016,11.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0,5.1,1.0,0.0,0.0,0.0,0.0,100.0
1768749350.6023932,11.9,0.0,1.0,0.0,3.0,9.0,0.0,0.0,100.0,2.0,4.0,10.2,6.1,3.1,5.1,0.0,1.0,100.0
1768749351.6052732,9.7,1.0,0.0,5.0,1.0,0.0,0.0,0.0,100.0,0.0,2.0,2.0,9.1,2.0,1.0,15.2,0.0,100.0
1768749352.6096854,11.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,0.0,0.0,6.1,0.0,0.0,5.0,9.2,100.0
1768749353.6146858,10.9,3.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,7.0,100.0
1768749354.6191752,15.1,3.0,9.9,0.0,4.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,100.0
1768749355.6233945,9.1,2.0,0.0,6.1,4.0,8.1,5.0,6.1,100.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,4.0,100.0
1768749356.6273885,12.4,2.0,1.0,0.0,4.0,11.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0
1768749357.630532,12.3,0.0,0.0,0.0,1.0,0.0,10.2,3.0,100.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,7.1,100.0
1768749358.6356084,9.1,4.0,0.0,1.0,1.0,2.0,4.0,0.0,100.0,1.0,0.0,0.0,3.1,0.0,3.1,1.0,1.0,100.0
1768749359.63974,8.2,1.0,3.0,0.0,2.0,4.0,3.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0
1768749360.643036,8.2,3.0,0.0,3.0,1.0,5.0,3.0,3.0,100.0,1.0,0.0,2.0,3.0,1.0,3.0,1.0,1.0,100.0
1768749361.6474786,10.8,0.0,1.0,0.0,0.0,0.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749362.649523,9.1,4.0,8.1,2.0,5.0,11.2,4.0,2.0,100.0,3.0,0.0,8.1,0.0,0.0,1.0,0.0,0.0,100.0
1768749363.6528852,10.9,1.0,1.0,0.0,10.0,14.3,3.1,19.6,100.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749364.6562912,9.9,0.0,0.0,0.0,2.0,4.0,2.0,4.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749365.6582968,8.9,4.0,2.0,1.0,0.0,3.0,1.0,0.0,100.0,10.2,1.0,0.0,0.0,0.0,3.0,1.0,1.0,100.0
