timestamp,CPU_0(group_0),CPU_2(group_1),CPU_4(group_1),CPU_6(group_2),CPU_8(group_3),CPU_10(group_3),CPU_12(group_3),CPU_14(group_4),CPU_16(group_5),CPU_64(group_0),CPU_66(group_1),CPU_68(group_1),CPU_70(group_2),CPU_72(group_3),CPU_74(group_3),CPU_76(group_3),CPU_78(group_4),CPU_80(group_5)
1768749023.551182,8.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749024.5555942,10.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749025.5604942,10.0,1.0,1.0,2.9,1.0,5.0,0.0,0.0,100.0,1.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,100.0
1768749026.5638206,9.2,1.0,2.0,12.2,4.0,10.1,6.0,3.0,100.0,1.0,0.0,3.0,5.1,3.1,0.0,0.0,1.0,100.0
1768749027.5676827,8.1,0.0,2.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749028.5710156,11.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,100.0
1768749029.5759048,9.2,1.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,2.0,1.0,3.0,4.0,2.0,0.0,100.0
1768749030.5793304,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749031.5837388,7.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749032.7403378,11.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749033.7635639,9.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749034.8378284,9.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,3.0,2.0,5.0,7.1,1.0,1.0,100.0
1768749035.8729792,8.1,0.0,3.0,4.0,0.0,2.0,1.0,1.0,100.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,100.0
1768749036.8772967,11.8,0.0,3.0,0.0,1.0,0.0,1.0,0.0,100.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,100.0
1768749037.8810372,9.9,0.0,0.0,3.9,1.0,1.0,1.0,4.0,100.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0,2.0,100.0
1768749038.8865514,6.3,1.0,1.0,1.0,0.0,5.0,4.0,1.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,100.0
1768749039.8897443,11.8,0.0,1.0,3.0,1.0,6.0,1.0,3.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749040.8933089,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749041.8970742,9.1,0.0,1.0,3.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749042.9003646,12.7,1.0,2.0,3.0,4.0,4.0,1.0,0.0,100.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0
1768749043.9040244,15.0,7.0,2.0,3.0,2.0,0.0,0.0,3.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749044.9087408,17.3,1.0,0.0,1.0,2.0,3.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749045.9136167,8.1,3.0,4.0,0.0,4.0,0.0,1.0,0.0,100.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749046.9155889,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749047.917248,12.2,2.0,3.0,3.0,2.0,1.0,3.0,1.0,100.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0
1768749048.9189563,11.7,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,0.0,0.0,1.0,4.0,2.0,2.0,0.0,0.0,100.0
1768749049.9206784,10.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,3.0,2.0,5.1,2.0,100.0
1768749050.9234943,11.8,1.0,1.0,0.0,0.0,1.0,2.0,0.0,100.0,1.0,0.0,1.0,0.0,10.1,3.0,1.0,0.0,100.0
1768749051.9269829,10.8,0.0,1.0,4.0,4.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749052.929393,16.5,4.0,1.0,2.0,3.1,2.0,4.1,4.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1768749053.9312685,14.8,1.0,0.0,0.0,3.0,1.0,3.0,4.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,100.0
1768749054.9332685,11.9,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749055.9366062,10.9,0.0,1.0,4.0,1.0,1.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0
1768749056.9398892,13.5,1.0,0.0,3.1,1.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0
1768749057.9437106,14.3,0.0,1.0,1.0,7.0,4.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100.0
1768749058.9480765,13.3,1.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749059.9515452,15.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,100.0
1768749060.9545481,12.6,1.0,1.0,3.0,4.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749061.9585261,12.7,1.0,3.0,8.0,2.0,2.0,2.0,7.0,100.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0
1768749062.9619164,13.0,5.0,4.0,5.0,1.0,0.0,2.0,0.0,100.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0
1768749063.966203,15.7,5.0,4.0,7.1,13.9,1.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749064.9702551,10.8,0.0,1.0,3.0,0.0,1.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0
1768749065.9727306,12.2,5.1,3.0,1.0,4.1,1.0,0.0,0.0,100.0,1.0,4.0,3.0,0.0,0.0,1.0,2.0,0.0,100.0
1768749066.9767685,12.6,0.0,1.0,5.1,10.2,7.2,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.1,100.0
1768749067.980105,14.0,0.0,0.0,1.0,12.2,6.1,0.0,0.0,100.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749068.984566,14.3,1.0,0.0,2.0,4.0,4.0,1.0,0.0,100.0,1.0,7.1,3.1,2.0,0.0,0.0,0.0,1.0,100.0
1768749069.9889886,11.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,11.1,3.1,3.0,0.0,2.0,0.0,100.0
1768749070.9944537,12.4,11.1,2.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,2.0,3.0,6.0,11.1,5.0,11.0,5.0,100.0
1768749071.9975958,15.7,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749073.0002527,15.7,2.0,1.0,1.0,1.0,2.0,0.0,0.0,100.0,2.0,3.0,12.9,7.0,4.0,0.0,0.0,0.0,100.0
1768749074.0024695,11.5,1.0,3.0,1.0,2.0,2.0,2.0,8.2,100.0,3.0,18.4,4.1,4.1,2.0,3.0,1.0,3.0,100.0
1768749075.0055785,12.5,5.0,1.0,3.0,0.0,0.0,1.0,3.0,100.0,2.0,6.0,2.0,5.1,4.0,3.0,1.0,4.0,100.0
1768749076.009937,6.3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,2.0,0.0,4.0,2.9,0.0,1.0,100.0
1768749077.152936,12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,4.0,3.0,2.0,1.0,1.0,0.0,100.0
1768749078.1576107,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.1,1.0,1.0,4.0,4.0,7.0,2.0,100.0
1768749079.1611037,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,100.0
1768749080.1660347,13.3,1.0,0.0,6.1,3.0,1.0,0.0,1.0,100.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
1768749081.170136,8.1,0.0,0.0,1.0,0.0,3.0,1.0,0.0,100.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,100.0
1768749082.17216,7.2,0.0,1.0,1.0,1.0,0.0,3.1,1.0,100.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,0.0,100.0
1768749083.1741436,10.9,0.0,0.0,1.0,0.0,1.0,0.0,1.0,100.0,0.0,1.0,4.0,1.0,2.0,5.1,2.0,1.0,100.0
1768749084.1798685,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,100.0
1768749085.1842217,11.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,3.0,2.0,0.0,3.0,5.1,2.0,100.0
1768749086.1866283,8.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,4.0,5.1,1.0,4.0,4.1,3.1,2.0,100.0
1768749087.1904821,11.8,0.0,0.0,3.0,2.0,10.0,7.1,2.9,100.0,0.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,100.0
1768749088.193652,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,2.0,6.0,6.1,3.0,2.0,100.0
1768749089.1973631,11.7,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,3.0,100.0
1768749090.201475,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749091.2046056,8.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,100.0
1768749092.208314,8.2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749093.4977512,9.9,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,2.0,2.9,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749094.50208,12.0,3.0,5.0,3.1,4.0,4.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749095.50585,7.2,1.0,2.0,1.0,0.0,1.0,2.0,2.0,100.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,100.0
1768749096.5093293,6.3,4.0,1.0,3.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0
1768749097.5134292,7.3,3.0,2.0,1.0,7.0,1.0,5.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749098.517111,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,100.0
1768749099.5207527,10.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,100.0
1768749100.5244167,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,100.0
1768749101.533785,10.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,100.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,100.0
1768749102.5632033,9.9,1.0,1.0,1.0,0.0,2.0,1.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749103.5668342,12.4,0.0,2.0,1.0,1.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749104.5714765,7.3,2.0,1.0,1.0,4.0,8.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,100.0
1768749105.6387887,11.9,3.0,2.0,3.0,2.0,6.9,3.9,6.1,100.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0,0.0,100.0
1768749106.7572734,13.5,1.0,0.0,2.0,1.0,1.0,0.0,0.0,100.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,100.0
1768749107.7596202,11.5,1.0,1.0,0.0,1.0,10.0,3.0,16.2,100.0,2.1,8.2,5.1,7.0,3.0,1.0,1.0,2.0,100.0
1768749108.7637348,11.7,0.0,1.0,1.0,1.0,0.0,0.0,0.0,100.0,4.0,10.0,10.1,3.0,2.0,2.0,3.0,0.0,100.0
1768749109.7673054,13.5,2.0,1.0,0.0,2.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,100.0
1768749110.7705207,14.3,1.0,0.0,0.0,5.1,2.0,0.0,1.0,100.0,0.0,0.0,1.0,3.0,0.0,2.0,4.0,1.0,100.0
1768749111.774979,7.1,0.0,2.0,1.0,0.0,0.0,0.0,2.0,100.0,4.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,100.0
1768749112.7792082,11.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,9.2,9.9,6.1,4.0,5.1,7.1,10.2,12.1,100.0
1768749113.7826676,12.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,15.6,2.0,10.1,5.1,1.0,11.2,100.0
1768749114.7870026,8.2,0.0,3.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,3.0,1.0,6.0,10.1,4.0,2.0,100.0
1768749115.7921293,10.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,100.0,5.1,2.0,2.0,1.0,0.0,0.0,1.0,4.0,100.0
1768749116.7968585,6.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,100.0
1768749117.8010178,14.4,6.2,4.0,5.1,0.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749118.8055298,6.5,2.0,7.1,4.0,1.0,2.1,3.0,5.1,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749119.8093765,4.3,0.0,1.0,1.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749120.8129833,10.9,0.0,1.0,6.1,3.0,2.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749121.8153572,7.4,0.0,0.0,1.0,0.0,0.0,2.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749122.8196058,4.2,3.0,4.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,3.0,3.0,2.0,5.1,1.0,0.0,1.0,100.0
1768749123.823711,5.2,0.0,2.0,8.2,3.0,4.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749124.8254514,13.7,10.2,7.1,2.0,2.0,1.0,3.0,0.0,100.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,100.0
1768749125.8305562,8.2,2.0,5.1,14.1,10.2,4.0,3.0,4.0,100.0,0.0,8.0,5.0,2.0,0.0,1.0,4.0,0.0,100.0
1768749126.8344376,5.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,100.0
1768749127.8378086,9.4,3.1,2.0,0.0,1.0,0.0,0.0,2.0,100.0,7.1,6.0,2.0,5.1,4.0,5.0,8.0,2.0,100.0
1768749128.8411353,6.3,3.0,2.0,1.0,2.0,3.0,2.0,0.0,100.0,4.0,6.0,8.0,1.0,3.0,0.0,1.0,0.0,100.0
1768749129.8437755,7.3,3.0,6.0,8.1,5.0,1.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,1.0,6.1,10.2,0.0,100.0
1768749130.8473005,8.2,5.1,2.0,6.0,7.1,9.1,3.0,1.0,100.0,15.0,5.1,1.0,1.0,0.0,0.0,1.0,0.0,100.0
1768749131.8504598,9.8,3.0,1.0,9.1,17.2,9.3,8.1,3.1,100.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749132.8539681,9.1,1.0,3.0,4.0,8.1,3.0,4.0,4.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.9,100.0
1768749133.8584201,11.7,0.0,3.0,2.0,0.0,0.0,0.0,3.0,100.0,3.1,0.0,0.0,0.0,0.0,0.0,5.0,2.0,100.0
1768749134.8616714,12.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749135.8652139,14.2,2.0,2.0,0.0,0.0,0.0,0.0,4.1,100.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749136.8697722,11.1,7.1,7.1,2.0,4.1,1.0,0.0,6.1,100.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749137.8740559,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,5.0,4.1,1.0,0.0,0.0,0.0,0.0,100.0
1768749138.87654,14.0,2.0,6.0,6.1,7.0,2.0,0.0,0.0,100.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,100.0
1768749139.880289,10.9,4.1,4.0,1.0,0.0,2.0,2.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,100.0
1768749140.8846664,16.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,100.0
1768749141.8902426,8.2,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,1.0,4.0,2.0,7.1,4.0,3.0,1.0,100.0
1768749142.8947232,8.2,2.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749143.898655,11.4,0.0,2.0,0.0,0.0,4.0,0.0,0.0,100.0,4.1,3.1,5.1,4.0,1.0,3.0,5.1,2.0,100.0
1768749144.9028723,13.5,1.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,2.0,5.0,1.0,1.0,3.0,4.1,6.1,4.0,100.0
1768749145.9050305,9.1,0.0,3.0,1.0,1.0,1.0,0.0,0.0,100.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,100.0
1768749146.9094028,12.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,100.0
1768749147.9128363,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0
1768749148.9173672,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749149.9206955,8.2,1.0,1.0,2.0,3.0,0.0,1.0,3.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749150.924997,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,100.0
1768749151.9291553,9.1,0.0,0.0,0.0,0.0,2.0,0.0,2.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,100.0
1768749152.9354634,11.7,1.0,2.0,1.0,3.0,1.0,0.0,0.0,100.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,100.0
1768749153.939577,13.3,0.0,1.0,0.0,0.0,1.0,2.0,1.0,100.0,5.1,4.0,2.0,2.0,1.0,5.1,2.0,0.0,100.0
1768749154.9436886,9.9,0.0,0.0,1.0,0.0,0.0,1.0,3.0,100.0,5.0,11.1,4.0,5.0,1.0,5.0,0.0,1.0,100.0
1768749155.9478307,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,5.1,4.0,3.0,3.1,2.0,1.0,0.0,100.0
1768749156.9522092,10.1,2.0,1.0,2.0,1.0,1.0,6.1,1.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0
1768749157.95653,9.2,4.0,1.0,1.0,1.0,5.1,6.1,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
1768749158.9612885,8.2,1.0,3.0,3.0,4.0,3.0,0.0,2.0,100.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,100.0
1768749160.082472,7.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0
1768749161.0871692,7.1,1.0,2.0,1.0,1.0,1.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749162.2379844,10.1,4.1,1.0,3.0,0.0,0.0,0.0,1.0,100.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,100.0
1768749163.2416143,10.0,2.0,3.0,9.1,5.9,0.0,3.0,2.0,100.0,0.0,3.0,3.0,2.0,2.0,5.0,3.0,2.0,100.0
1768749164.2440467,9.1,2.0,1.0,2.0,1.0,1.0,0.0,3.0,100.0,0.0,2.0,9.2,1.0,0.0,0.0,0.0,0.0,100.0
1768749165.2459018,7.1,1.0,1.0,4.9,6.1,4.0,1.0,4.0,100.0,4.0,9.0,5.1,1.0,3.0,2.0,2.0,0.0,100.0
1768749166.2498343,9.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,100.0,0.0,8.1,2.0,7.1,7.1,3.0,2.0,6.1,100.0
1768749167.2537732,9.0,1.0,5.1,5.0,11.1,8.9,5.9,0.0,100.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,100.0
1768749168.2564504,9.1,0.0,7.0,1.0,7.1,0.0,4.0,3.0,100.0,0.0,2.1,6.0,9.0,11.1,1.0,0.0,0.0,100.0
1768749169.259852,9.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,100.0,0.0,0.0,1.0,9.1,9.0,9.3,5.1,3.0,100.0
1768749170.2637117,9.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,16.2,5.0,5.1,100.0
1768749171.2676318,10.2,1.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,0.0,100.0
1768749172.269443,16.2,5.0,12.4,3.0,6.1,1.0,0.0,3.0,100.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,100.0
1768749173.2735872,9.9,1.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749174.275256,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749175.2773168,14.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749176.280942,12.0,3.0,2.0,3.1,9.9,3.0,2.0,2.0,100.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,100.0
1768749177.2842696,11.8,4.0,2.0,0.0,4.0,1.0,0.0,0.0,100.0,2.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0
1768749178.28817,11.8,2.0,5.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0
1768749179.2932596,14.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768749180.2962642,10.8,2.0,3.0,3.0,9.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,100.0
1768749181.2986643,13.3,1.0,4.0,8.1,10.2,1.0,2.0,13.0,100.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0
1768749182.302515,10.8,0.0,2.0,1.0,1.0,1.0,0.0,5.0,100.0,5.1,2.0,0.0,1.0,0.0,0.0,1.0,2.0,100.0
1768749183.3047216,14.8,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,100.0
1768749184.3086119,10.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768749185.3104253,10.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,100.0,5.1,2.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
1768749186.3148074,11.8,1.0,3.0,2.0,4.0,2.0,1.0,3.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,100.0
1768749187.3189063,9.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,100.0
1768749188.3228679,11.0,2.0,11.1,2.0,3.0,0.0,1.0,0.0,100.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0
1768749189.588841,9.1,4.0,4.1,10.0,9.1,3.0,5.1,3.1,100.0,3.0,3.0,3.0,0.0,4.0,3.9,1.0,2.0,100.0
1768749190.5923462,12.6,2.0,5.1,17.5,8.1,1.0,1.0,4.0,100.0,2.0,3.1,4.0,1.0,15.3,1.0,1.0,1.0,100.0
1768749191.5959184,10.9,1.0,0.0,5.1,10.0,6.0,1.0,3.0,100.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,100.0
1768749192.5996137,11.7,2.0,0.0,1.0,5.9,8.0,5.1,8.2,100.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0
1768749193.602014,12.5,0.0,5.0,3.0,3.0,0.0,5.0,4.0,100.0,0.0,0.0,6.1,1.0,0.0,0.0,0.0,0.0,100.0
1768749194.6043687,10.0,2.0,8.2,5.1,2.0,2.0,13.3,0.0,100.0,5.0,3.1,0.0,0.0,1.0,2.0,0.0,0.0,100.0
