timestamp,CPU_0(group_0),CPU_2(group_1),CPU_4(group_1),CPU_6(group_1),CPU_8(group_1),CPU_10(group_1),CPU_12(group_2),CPU_14(group_3),CPU_16(group_3),CPU_18(group_3),CPU_20(group_3),CPU_22(group_3),CPU_24(group_3),CPU_26(group_4),CPU_28(group_5),CPU_64(group_0),CPU_66(group_1),CPU_68(group_1),CPU_70(group_1),CPU_72(group_1),CPU_74(group_1),CPU_76(group_2),CPU_78(group_3),CPU_80(group_3),CPU_82(group_3),CPU_84(group_3),CPU_86(group_3),CPU_88(group_3),CPU_90(group_4),CPU_92(group_5)
1768747141.4616973,9.7,5.1,7.1,3.0,2.0,4.0,3.0,9.1,1.0,1.0,4.0,4.0,2.0,16.2,100.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,11.1,100.0
1768747142.4663982,8.3,2.0,1.0,1.0,3.0,5.1,5.0,5.9,2.0,3.0,3.0,1.0,2.0,2.0,100.0,1.0,6.0,1.0,2.0,1.0,13.9,3.0,6.9,2.0,1.0,6.1,2.0,2.0,3.0,100.0
1768747143.47027,10.9,1.0,0.0,0.0,0.0,0.0,21.4,1.0,2.1,10.3,1.0,2.0,2.0,0.0,100.0,1.0,11.2,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,9.2,1.0,2.0,2.0,100.0
1768747144.4724133,4.3,2.0,1.0,2.0,0.0,2.0,14.3,1.0,2.0,28.6,5.0,1.0,1.0,0.0,100.0,0.0,15.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,100.0
1768747145.4757154,9.2,5.1,1.0,0.0,1.0,2.0,32.3,2.0,3.0,3.0,1.0,24.7,0.0,0.0,100.0,0.0,8.2,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0
1768747146.4802501,9.2,11.2,5.1,2.0,5.1,2.0,7.9,3.0,1.0,4.0,4.0,4.0,1.0,3.0,100.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,10.2,1.0,5.0,1.0,1.0,100.0
1768747147.4822304,12.7,1.0,4.0,1.0,14.4,1.0,0.0,1.0,0.0,3.0,2.0,7.1,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,13.3,1.0,4.0,100.0
1768747148.4853435,7.4,2.0,1.0,0.0,8.1,0.0,2.0,1.0,1.0,5.1,14.7,12.1,0.0,3.0,100.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,3.0,3.0,2.0,100.0
1768747149.4894383,11.7,3.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,14.1,1.0,3.0,0.0,4.0,100.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0
1768747150.494402,10.9,0.0,14.3,0.0,0.0,0.0,0.0,2.0,0.0,11.2,1.0,8.1,0.0,2.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
1768747151.4962983,11.8,7.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.2,0.0,2.0,100.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0
1768747152.500748,9.1,0.0,10.2,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,21.4,1.0,2.0,100.0,1.0,7.1,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,100.0
1768747153.5052385,13.3,2.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.1,1.0,0.0,100.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0
1768747154.5087938,10.8,5.1,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,10.1,2.0,2.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747155.5129132,13.3,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,100.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0
1768747156.5169063,13.3,7.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,100.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0
1768747157.5233972,13.3,1.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.1,100.0,0.0,0.0,0.0,10.2,2.0,9.2,9.1,6.9,0.0,0.0,0.0,0.0,3.1,0.0,100.0
1768747158.527971,16.5,0.0,3.0,1.0,7.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,100.0,1.0,0.0,0.0,2.0,13.3,2.0,2.0,5.1,1.0,0.0,0.0,0.0,0.0,2.0,100.0
1768747159.5323758,11.8,0.0,1.0,2.0,16.2,10.2,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,100.0,0.0,4.9,2.0,0.0,5.1,1.0,1.0,9.1,2.0,3.0,2.0,1.0,5.1,1.0,100.0
1768747160.5353818,12.7,2.0,3.0,4.0,3.0,1.0,2.9,2.0,3.0,2.0,2.0,2.0,1.0,3.1,100.0,4.0,2.0,3.1,1.0,1.0,2.0,2.0,5.1,3.0,9.2,2.0,1.0,9.1,6.1,100.0
1768747161.5397656,16.5,9.1,9.1,10.1,10.0,11.0,9.3,11.2,10.2,9.2,13.0,11.1,18.2,10.1,100.0,10.1,13.1,13.7,11.9,15.0,10.1,13.1,11.0,10.1,18.0,9.2,10.1,11.0,11.1,100.0
1768747162.5451062,12.6,9.0,7.1,13.0,17.0,10.1,15.8,10.1,11.0,10.0,9.0,9.0,9.1,11.0,100.0,8.1,9.0,8.1,7.1,9.1,11.1,17.2,10.3,11.1,10.0,11.1,10.0,7.1,14.1,100.0
1768747163.548134,4.2,3.1,1.0,6.1,1.0,0.0,12.2,1.0,2.0,1.0,1.0,1.0,3.0,0.0,100.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,6.1,1.0,1.0,1.0,2.0,1.0,4.0,100.0
1768747164.5524359,9.1,1.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,3.1,0.0,0.0,100.0
1768747165.5556917,12.6,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,100.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0
1768747166.5600295,12.6,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,100.0
1768747167.5642934,10.8,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747168.5684752,13.3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747169.5761564,11.7,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,100.0
1768747170.5793648,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0
1768747171.5848773,11.8,2.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,100.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,100.0
1768747172.589049,11.7,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,100.0
1768747173.5929468,11.7,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0
1768747174.594824,12.6,1.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747175.7281194,14.7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747176.8467891,9.9,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747178.0265007,15.6,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0
1768747179.1504881,14.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747180.4399595,13.5,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747181.4416435,12.6,1.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,100.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100.0
1768747182.4448078,10.9,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,100.0
1768747183.448271,14.2,1.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,100.0,0.0,4.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747184.4524758,14.2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.1,100.0,0.0,13.3,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747185.4566424,15.7,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,13.3,100.0,2.0,12.2,2.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747186.4604692,13.3,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,15.0,100.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747187.4642239,11.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,100.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747188.4689944,12.6,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,4.0,2.9,0.0,0.0,0.0,0.0,0.0,100.0
1768747189.4729471,11.7,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.1,100.0,2.0,11.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747190.4771361,10.9,2.0,2.0,0.0,2.0,5.1,0.0,0.0,5.0,0.0,0.0,0.0,1.0,15.2,100.0,1.0,8.2,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747191.4808745,10.3,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,2.9,1.0,2.0,0.0,100.0,9.1,6.1,2.0,5.1,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747192.482734,15.5,1.0,0.0,1.0,1.0,6.1,0.0,2.0,2.0,2.9,1.0,0.0,0.0,1.0,100.0,12.2,1.0,1.0,1.0,1.0,4.1,2.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,100.0
1768747193.487181,13.2,0.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,6.1,9.1,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0
1768747194.4926376,12.3,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,100.0,7.1,2.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747195.4953954,9.8,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,8.0,100.0,8.0,6.9,0.0,6.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747196.4990063,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.2,100.0,0.0,11.1,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747197.502953,14.8,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,100.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747198.5060928,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,2.0,6.0,100.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747199.510796,15.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.1,100.0,5.0,10.1,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747200.5218174,11.5,0.0,2.0,2.0,3.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,100.0,14.3,0.0,0.0,9.3,3.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,100.0
1768747201.5259385,14.8,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,8.2,100.0,11.0,3.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747202.5294113,17.1,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,3.1,100.0,1.0,0.0,3.1,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747203.5341046,13.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,100.0,0.0,1.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747204.5385697,14.8,0.0,2.9,11.1,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768747205.5417552,12.6,1.0,0.0,16.3,3.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,100.0,0.0,1.0,15.3,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,100.0
1768747206.549219,12.5,0.0,2.0,9.1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,6.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768747207.5536778,12.4,1.0,0.0,15.2,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100.0,0.0,6.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0
1768747208.5580401,12.6,0.0,0.0,9.3,6.1,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0
1768747209.5624616,14.2,0.0,0.0,10.1,4.0,2.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,100.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0
1768747210.5662336,15.9,0.0,0.0,0.0,7.1,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,15.2,100.0,0.0,1.0,1.0,0.0,2.0,0.0,3.1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0
1768747211.5703757,10.8,0.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.1,100.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.9,0.0,0.0,0.0,1.0,0.0,100.0
1768747212.5783253,15.0,0.0,0.0,0.0,10.2,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,100.0,0.0,6.1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.1,0.0,100.0
1768747213.5811772,16.4,0.0,0.0,1.0,14.3,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,100.0,0.0,12.1,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,100.0
1768747214.5851214,10.0,1.0,0.0,0.0,16.2,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,1.0,16.3,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,100.0
1768747215.5895593,10.9,1.0,0.0,0.0,9.1,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,4.1,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0
1768747216.5942266,12.4,0.0,0.0,0.0,16.2,2.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,8.2,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,100.0
1768747217.5974295,12.5,0.0,0.0,0.0,10.1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,100.0
1768747218.6012993,15.9,0.0,0.0,2.0,9.2,0.0,7.1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,100.0,0.0,10.1,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0
1768747219.6048923,10.9,0.0,0.0,1.0,5.1,0.0,8.9,2.0,1.0,1.0,2.0,2.0,0.0,1.0,100.0,0.0,4.0,6.1,1.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,100.0
1768747220.6065903,14.3,0.0,0.0,12.1,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,100.0,0.0,1.0,5.1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,100.0
1768747221.6107652,11.8,0.0,0.0,9.1,0.0,0.0,0.0,1.0,4.1,1.0,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,7.1,0.0,1.0,0.0,1.0,4.0,1.0,100.0
1768747222.6140087,11.8,1.0,1.0,8.2,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,8.2,3.0,100.0
1768747223.6177313,8.2,0.0,0.0,20.2,0.0,0.0,6.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,1.0,5.1,0.0,2.0,6.1,2.0,2.0,0.0,0.0,1.0,1.0,0.0,7.1,8.0,100.0
1768747224.6208935,14.2,0.0,0.0,18.2,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,1.0,0.0,4.1,100.0
1768747225.6250637,11.7,0.0,0.0,13.1,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,100.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.2,0.0,0.0,0.0,1.0,0.0,5.0,100.0
1768747226.6272323,11.8,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,100.0,0.0,4.0,0.0,5.0,0.0,2.0,1.0,2.0,0.0,2.0,5.0,0.0,4.0,4.0,100.0
1768747227.6302817,10.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,4.0,0.0,1.0,0.0,2.0,1.0,4.1,0.0,1.0,0.0,0.0,4.1,10.1,100.0
1768747228.6341357,13.3,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,100.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,7.1,0.0,3.0,0.0,0.0,0.0,6.1,100.0
1768747229.6383214,11.7,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,4.1,0.0,1.0,0.0,0.0,0.0,3.0,100.0
1768747230.6422968,8.1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.2,100.0
1768747231.645482,11.0,0.0,1.0,11.1,9.1,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,2.0,5.1,1.0,20.2,1.0,2.0,8.1,2.0,0.0,14.1,100.0
1768747232.6505203,13.3,0.0,0.0,7.1,0.0,2.0,10.1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100.0,0.0,1.0,0.0,2.0,6.1,1.0,2.0,11.2,0.0,0.0,1.0,0.0,1.0,4.0,100.0
1768747233.6547284,15.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,6.0,100.0
1768747234.6566794,9.4,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.2,1.0,3.0,0.0,0.0,0.0,6.1,100.0
1768747235.659343,15.5,0.0,0.0,26.3,0.0,1.0,8.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,17.2,0.0,1.0,1.0,0.0,1.0,13.1,100.0
1768747236.663892,17.3,1.0,0.0,10.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,4.1,8.0,100.0
1768747237.669908,17.5,1.0,0.0,5.1,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,100.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,11.1,0.0,0.0,0.0,0.0,0.0,9.2,100.0
1768747238.6719408,15.2,2.0,0.0,15.3,1.0,2.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,100.0,1.0,2.0,28.3,0.0,4.1,12.0,0.0,9.2,1.0,0.0,1.0,1.0,1.0,8.1,100.0
1768747239.6737037,14.9,0.0,0.0,12.4,9.3,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,3.1,3.0,1.0,10.1,2.0,3.0,0.0,0.0,1.0,11.2,100.0
1768747240.6771297,16.2,1.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,5.1,1.0,0.0,0.0,0.0,5.1,4.0,100.0
1768747241.6820307,12.5,0.0,0.0,6.1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,6.1,0.0,0.0,0.0,0.0,7.1,2.0,100.0
1768747242.6863508,11.7,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,7.1,0.0,2.0,0.0,0.0,9.2,5.1,100.0
1768747243.9609199,11.8,0.0,0.0,10.0,0.0,0.0,6.1,5.1,2.0,2.0,2.0,2.0,2.0,0.0,100.0,2.0,1.0,8.0,1.0,0.0,0.0,1.0,13.3,6.0,2.0,3.0,0.0,8.1,6.0,100.0
1768747244.965205,15.7,1.0,1.0,0.0,1.0,2.0,5.0,6.9,0.0,1.0,0.0,0.0,0.0,2.0,100.0,0.0,1.0,1.0,2.0,3.0,6.1,0.0,18.6,2.0,0.0,1.0,0.0,2.0,0.0,100.0
1768747245.9683633,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,1.0,100.0
1768747246.9706178,10.8,0.0,0.0,0.0,0.0,1.0,0.0,5.1,2.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,1.0,0.0,7.0,5.0,11.2,2.0,0.0,2.0,7.1,1.0,1.0,1.0,7.1,100.0
1768747247.9744117,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,3.0,1.0,12.2,0.0,2.0,2.0,3.0,2.0,7.1,1.0,8.1,100.0
