timestamp,CPU_0(group_0),CPU_64(group_0),CPU_2(group_0),CPU_66(group_0),CPU_4(group_0),CPU_68(group_0),CPU_6(group_0),CPU_70(group_0),CPU_8(group_0),CPU_72(group_0),CPU_10(group_0),CPU_74(group_0),CPU_12(group_0),CPU_76(group_0),CPU_14(group_0),CPU_78(group_0),CPU_16(group_0),CPU_80(group_0),CPU_18(group_0),CPU_82(group_0),CPU_20(group_0),CPU_84(group_0)
1770631291.0349066,41.0,40.6,43.6,41.6,51.5,44.0,37.6,44.6,43.0,52.0,40.6,41.4,42.6,42.0,46.1,46.0,42.0,43.4,46.5,30.0,39.8,43.4
1770631292.0349786,47.1,45.5,44.6,44.1,50.5,50.5,58.4,43.0,43.0,56.0,44.6,47.1,41.0,50.0,48.0,56.3,43.6,41.2,49.0,49.5,44.7,46.6
1770631293.0350497,50.5,52.5,47.0,52.9,52.5,54.4,47.0,54.0,47.5,47.1,54.5,48.5,51.5,45.1,54.4,53.5,52.5,45.0,43.0,55.6,49.5,51.0
1770631294.03513,55.0,42.0,48.5,44.6,43.6,49.0,57.4,48.0,52.4,45.0,42.3,40.8,54.9,57.4,49.5,50.0,51.5,52.9,46.6,52.0,58.3,49.0
1770631295.0352032,49.0,51.0,46.0,54.0,47.5,53.5,42.2,40.0,52.0,42.4,43.6,46.0,48.0,52.9,42.0,49.0,45.5,41.4,49.0,47.5,52.0,47.0
1770631296.035687,50.0,55.9,48.5,47.5,45.5,54.0,52.0,46.5,48.0,52.5,45.1,53.5,54.9,56.4,49.5,47.0,43.6,46.5,46.5,52.5,52.5,45.6
1770631297.0357575,46.0,40.6,45.1,36.3,48.0,49.5,41.0,43.4,40.2,46.1,38.6,36.0,41.6,47.0,41.2,35.6,40.6,42.2,42.7,39.2,45.1,47.0
1770631298.0358467,45.5,43.1,42.0,38.0,44.1,42.2,45.0,58.8,39.2,53.4,47.1,50.5,41.4,42.2,44.0,36.3,46.6,43.7,49.5,50.5,51.0,42.0
1770631299.0359306,49.5,51.5,49.0,46.5,57.8,52.0,50.0,46.5,43.6,47.6,48.5,44.0,48.5,47.1,48.0,44.4,50.5,49.5,50.0,45.0,46.1,48.0
1770631300.0360255,45.0,51.0,52.5,48.5,45.0,58.4,48.0,49.5,48.0,54.5,53.0,54.9,54.4,50.5,46.5,44.1,51.5,46.5,46.1,47.1,40.6,49.0
1770631301.0360994,48.0,55.4,59.4,46.0,50.0,36.6,44.0,42.6,47.5,47.5,40.2,51.0,47.5,47.0,47.6,43.7,49.0,46.1,39.6,51.0,48.5,50.0
1770631302.0361948,45.5,53.9,51.0,37.9,45.5,42.2,39.2,56.9,41.2,54.9,43.6,36.9,49.5,47.6,36.3,46.0,42.6,54.5,46.1,45.6,39.6,39.6
1770631303.0362635,51.5,46.0,59.4,41.0,49.5,41.6,44.0,50.0,54.5,48.5,45.6,56.4,56.4,47.0,47.5,46.5,53.5,46.0,37.6,39.4,50.5,52.5
1770631304.036344,37.0,47.0,55.4,42.6,42.6,42.0,48.0,52.0,34.0,52.0,47.5,41.2,47.5,55.4,41.0,56.0,42.6,45.5,46.5,43.7,48.5,43.6
1770631305.0379581,56.0,43.1,52.0,49.0,54.5,46.5,42.0,46.5,53.5,51.5,47.0,46.5,51.5,50.5,47.1,46.5,41.2,49.5,51.0,44.6,46.5,46.5
1770631306.0380437,47.5,45.5,52.5,52.5,47.5,50.0,50.5,45.5,50.5,50.0,52.0,50.0,48.0,50.0,46.0,46.6,39.4,48.5,52.0,45.5,50.0,46.5
1770631307.0381367,44.0,52.0,54.0,48.5,55.0,48.5,51.5,52.5,49.0,52.9,51.5,45.5,40.6,46.6,48.0,50.5,44.6,48.5,54.4,41.7,49.5,46.1
1770631308.038221,51.0,47.0,52.5,52.9,58.8,45.5,52.0,48.0,53.5,45.0,42.6,51.5,51.0,47.0,44.0,45.0,52.0,45.6,49.0,41.4,46.5,55.9
1770631309.0383072,44.6,47.0,48.0,41.0,40.0,47.5,47.5,48.5,38.6,42.2,43.1,40.8,46.5,50.0,44.6,41.0,45.1,46.5,57.8,48.0,49.0,51.0
1770631310.0383778,41.6,44.7,42.7,44.1,48.5,43.0,53.0,40.6,41.2,42.6,54.5,38.6,45.9,51.5,35.0,57.3,40.6,50.0,52.0,49.5,45.1,39.2
1770631311.0395179,43.6,50.5,46.1,51.5,44.0,46.1,39.6,48.5,47.5,49.0,45.0,39.8,51.5,48.0,47.6,49.0,45.1,48.5,44.6,51.0,47.5,43.7
1770631312.0402036,44.6,49.5,53.5,49.0,52.4,45.1,52.5,49.5,53.5,52.9,47.5,41.4,60.4,44.1,45.5,55.4,52.0,40.6,56.4,51.0,44.7,53.0
1770631313.040299,48.0,52.5,40.6,44.1,53.9,49.0,51.0,50.0,52.9,52.0,38.6,51.0,43.6,63.7,49.5,52.0,39.2,50.0,44.1,53.8,39.6,51.0
1770631314.0406594,53.1,49.0,52.0,48.5,49.5,44.0,45.5,47.0,52.0,63.1,56.4,47.5,44.7,45.5,45.5,59.4,43.0,49.5,47.5,50.5,50.5,49.0
1770631315.040732,57.3,50.5,50.0,54.0,47.5,52.5,48.5,45.5,51.5,52.4,56.0,49.0,51.5,54.5,53.5,52.9,50.5,45.5,48.0,53.5,48.5,46.0
1770631316.040893,45.4,45.5,47.5,47.1,49.0,45.5,46.5,45.1,46.5,54.9,47.6,45.0,45.5,42.2,52.0,55.3,52.0,47.5,55.4,55.9,54.4,40.2
1770631317.0409691,50.0,49.5,45.0,49.5,51.5,46.5,50.5,40.6,47.6,42.6,44.6,44.1,44.6,44.6,52.4,44.4,50.5,47.6,40.8,46.5,42.2,49.0
1770631318.0410423,52.0,55.0,48.0,46.0,50.0,46.5,51.5,51.5,53.0,54.9,45.5,52.0,50.0,51.5,53.5,43.6,44.0,47.0,52.0,52.5,53.0,50.0
1770631319.041116,49.5,48.6,51.5,56.9,54.5,47.1,52.5,45.5,52.5,49.0,45.1,54.4,51.0,57.0,53.5,47.0,49.0,47.5,52.5,51.0,43.6,46.5
1770631320.041888,44.6,44.9,45.6,46.1,54.5,47.0,41.2,46.6,48.5,44.6,46.5,52.0,39.2,44.6,41.6,54.4,45.1,43.6,47.1,52.4,41.2,44.6
1770631321.04196,39.0,50.0,47.5,44.6,41.6,47.0,45.0,37.0,42.6,44.6,48.0,51.0,43.6,48.0,45.5,41.6,58.4,41.7,51.0,41.0,42.6,40.6
1770631322.0420265,46.0,51.0,50.0,39.2,49.5,44.2,48.5,42.2,46.1,40.4,41.7,39.6,49.5,45.0,46.1,47.5,51.5,45.1,44.6,50.0,44.1,50.0
1770631323.0420926,51.5,56.6,50.0,43.6,52.0,49.0,50.5,42.0,56.0,49.0,49.0,55.9,48.5,57.8,50.5,48.5,52.4,53.0,48.5,52.0,57.3,45.0
1770631324.042161,49.0,51.9,56.0,53.9,46.1,48.0,45.1,46.1,54.5,51.0,43.0,49.0,45.0,48.5,46.5,41.7,50.5,54.5,44.0,37.6,49.0,46.6
1770631325.0422294,48.0,44.6,51.5,44.4,47.1,45.5,44.6,44.0,47.6,51.5,45.5,46.5,45.5,47.1,44.6,52.5,53.5,45.1,50.0,42.6,47.1,53.9
1770631326.0424442,57.0,51.0,41.4,50.0,53.0,53.9,50.0,40.6,45.5,51.0,55.4,50.0,49.0,44.0,48.0,47.5,52.4,52.5,43.6,46.1,53.9,38.8
1770631327.0425098,47.0,57.0,58.8,44.4,47.1,46.5,52.5,46.5,49.0,52.5,58.4,49.5,50.5,59.4,52.4,49.5,38.0,59.2,49.5,53.9,57.8,51.5
1770631328.0425987,49.0,56.0,50.5,46.1,52.5,47.1,45.5,51.5,55.4,47.0,52.5,46.5,49.0,46.5,52.5,49.5,49.0,45.5,52.0,47.0,53.0,53.5
1770631329.0435863,44.3,47.5,57.6,47.5,47.5,48.0,46.5,44.0,46.1,47.5,45.1,43.1,46.1,47.1,42.6,52.0,48.5,44.1,44.0,48.0,51.5,49.5
1770631330.0443096,46.5,47.1,43.6,52.0,52.0,45.5,49.5,43.4,47.5,45.5,51.5,47.0,44.4,52.5,49.5,54.9,48.0,47.0,53.0,48.5,43.0,46.0
1770631331.0443864,53.0,51.5,52.0,45.5,53.9,48.0,46.1,51.9,55.3,46.5,49.5,49.0,54.9,48.0,52.0,57.8,52.5,45.1,49.0,52.9,52.4,49.0
1770631332.0444708,41.4,55.4,56.9,48.5,52.0,51.5,49.5,46.5,51.0,48.5,52.5,50.5,50.0,53.5,52.0,54.0,46.0,46.5,46.1,46.5,52.0,48.5
1770631333.0446353,42.0,44.1,35.6,51.5,48.5,38.6,46.5,41.4,41.6,43.1,42.0,45.2,47.1,47.5,41.0,44.7,42.2,49.5,43.0,45.5,51.5,45.5
1770631334.0447004,46.0,45.5,45.5,44.6,43.0,48.5,45.0,48.1,49.0,40.2,42.2,47.5,39.0,43.6,44.1,43.6,49.0,45.5,48.0,46.5,46.5,45.1
1770631335.0450146,49.5,51.0,55.3,40.2,46.5,54.9,40.6,51.0,51.5,39.0,43.0,42.6,39.4,51.9,44.6,52.0,52.5,58.3,39.0,51.0,42.7,50.0
1770631336.0450811,47.5,51.5,48.0,55.4,52.9,50.5,49.5,47.0,51.5,43.1,53.9,45.1,47.0,49.0,50.5,51.0,54.8,65.0,44.6,54.4,48.0,51.5
1770631337.0451682,39.6,46.5,53.5,50.5,36.0,42.2,45.1,48.0,47.1,49.5,57.4,47.1,38.8,49.0,53.9,37.6,53.0,49.5,51.0,46.0,52.0,50.0
1770631338.0456362,48.5,41.2,38.6,40.6,40.2,43.6,45.0,54.9,45.0,46.1,42.7,46.5,51.0,48.0,51.5,50.0,48.0,50.5,48.0,51.5,43.6,50.0
1770631339.0457227,47.0,43.1,47.1,51.0,52.5,45.5,47.5,40.4,47.1,43.6,42.4,50.5,49.5,45.5,43.1,58.8,44.7,51.0,48.0,48.0,52.5,43.7
1770631340.0457926,37.0,52.5,50.5,48.5,53.5,49.0,48.0,42.7,50.0,43.1,47.5,50.5,43.1,46.5,44.1,60.4,44.6,52.0,49.0,46.5,44.1,50.0
1770631341.0458534,58.4,48.0,46.0,49.0,53.9,48.0,53.4,49.0,54.0,40.2,44.6,54.0,51.5,52.0,49.0,48.0,51.5,46.1,37.6,47.5,44.6,48.0
1770631342.0459309,45.9,47.5,47.5,47.0,48.0,49.5,48.5,54.5,51.5,44.0,43.6,48.0,46.9,47.1,50.0,43.4,49.0,49.5,51.0,56.4,44.1,44.6
1770631343.046471,49.0,49.5,51.5,41.2,49.0,37.6,45.5,51.0,41.6,36.0,49.5,40.2,45.6,47.5,48.0,53.5,38.8,46.0,43.1,41.6,48.0,46.0
1770631344.046555,46.5,44.4,44.0,45.5,46.5,52.0,42.6,45.1,37.0,49.0,56.3,52.5,52.0,51.0,48.5,42.0,51.0,41.0,38.2,51.5,44.0,50.0
1770631345.0466292,50.5,47.6,55.9,47.0,46.5,49.0,49.5,46.5,43.0,48.5,53.0,49.0,50.0,50.5,50.5,47.6,45.5,47.5,41.6,46.1,48.0,53.9
1770631346.0475914,46.9,42.0,51.0,51.0,53.0,46.5,51.5,49.0,47.1,45.1,52.5,45.0,50.5,43.1,49.5,47.0,57.4,43.0,45.5,49.5,51.9,44.0
1770631347.047662,53.5,53.5,52.0,51.5,46.5,47.0,42.2,44.6,47.5,50.5,44.7,39.2,46.6,53.5,47.6,52.0,46.1,44.6,45.1,46.5,50.5,48.0
1770631348.04773,48.5,40.0,43.0,43.6,43.6,41.0,43.0,37.3,42.6,49.0,45.1,47.6,40.2,48.0,51.5,41.0,54.9,43.7,39.6,47.0,43.6,52.5
1770631349.0477974,44.0,47.1,45.1,48.5,46.5,43.1,48.5,41.6,48.0,39.2,47.5,44.6,45.5,41.7,43.7,43.6,44.0,48.0,43.1,49.0,47.1,45.1
1770631350.0478487,47.5,51.0,47.5,44.7,48.5,48.0,55.9,52.9,44.0,57.3,50.0,54.5,50.5,59.0,50.0,45.1,47.6,51.0,42.4,54.5,48.0,53.0
1770631351.0479453,62.1,31.7,43.6,39.4,47.1,34.7,50.5,47.1,48.5,40.4,35.6,43.6,43.6,55.6,45.5,40.6,43.6,53.9,43.1,52.0,56.9,47.6
1770631352.04803,52.0,33.7,48.0,48.5,42.2,42.3,38.6,42.7,42.3,45.6,39.8,42.7,41.3,47.1,38.2,46.5,49.0,46.5,38.6,44.7,38.8,45.1
1770631353.0481017,48.5,36.9,34.0,47.1,36.0,38.6,32.0,46.6,53.9,48.0,40.0,44.6,37.3,45.6,38.6,47.6,47.5,40.2,44.6,44.7,43.1,50.0
1770631354.0481694,43.0,43.0,37.6,47.5,46.2,38.6,47.5,47.5,51.0,55.3,40.8,38.6,44.0,43.6,44.6,51.5,50.5,51.0,50.5,41.8,41.0,47.0
1770631355.0491152,53.9,40.8,46.1,43.4,52.5,49.0,46.0,50.5,54.5,50.5,49.0,50.0,45.6,47.5,40.4,48.0,45.6,46.6,43.6,48.5,48.5,49.5
1770631356.049196,45.1,44.0,40.6,47.1,52.0,45.5,52.0,52.9,49.0,41.2,38.4,50.0,49.5,53.9,39.0,47.1,55.0,49.5,46.1,47.5,54.9,47.1
1770631357.04928,43.6,35.9,38.6,38.6,43.3,38.2,51.5,45.1,47.1,40.6,39.8,43.0,34.7,52.5,39.8,43.6,34.7,45.5,43.6,46.1,35.6,48.0
1770631358.049471,48.5,43.6,39.6,33.7,44.4,45.1,45.1,40.6,42.0,38.6,44.4,42.2,42.2,42.0,39.6,39.0,43.7,33.7,50.0,49.5,37.3,38.2
1770631359.0495605,37.0,37.6,32.0,42.6,43.1,30.7,48.5,44.0,42.2,39.2,32.7,49.5,36.3,41.7,33.7,33.3,31.7,33.3,40.2,39.8,39.2,29.0
1770631360.049645,31.7,40.6,35.6,49.5,41.0,31.7,38.6,51.0,51.0,40.2,31.1,32.0,35.6,31.0,31.4,26.5,28.7,36.3,30.4,28.0,39.0,29.7
1770631361.0497384,34.7,30.7,34.7,30.7,27.5,30.7,34.3,31.4,35.9,30.0,30.7,31.7,35.3,33.7,25.5,32.3,37.6,33.0,34.3,33.3,46.2,30.7
1770631362.0502243,37.6,43.1,43.6,40.8,45.5,32.4,47.1,27.7,32.0,36.3,42.2,38.0,37.0,42.6,37.0,46.6,44.7,41.2,49.5,50.5,53.5,42.3
1770631363.0508718,38.0,43.6,56.3,53.9,45.1,43.7,45.0,50.5,41.7,45.0,38.6,41.2,44.7,48.0,39.8,37.3,50.0,43.6,41.0,39.6,38.2,46.6
1770631364.0509481,59.8,40.0,48.0,39.6,40.6,40.6,48.0,51.0,39.4,31.1,40.8,37.6,40.0,39.2,53.9,35.6,41.0,47.1,50.5,48.5,50.0,37.6
1770631365.0510342,51.5,35.0,45.5,40.6,33.3,45.5,33.3,39.4,48.5,43.6,44.0,50.0,39.4,35.6,39.0,31.7,43.6,56.9,37.0,45.0,44.1,47.5
1770631366.051129,54.5,35.3,42.7,38.2,39.6,49.5,37.3,40.8,35.6,37.3,35.9,51.0,39.0,35.6,33.7,30.1,35.3,38.0,47.6,41.7,22.5,35.9
1770631367.0512295,41.0,50.0,34.0,42.2,33.3,50.0,38.2,42.0,42.7,41.6,52.0,41.6,38.2,43.3,33.3,32.7,36.3,36.9,49.0,45.0,38.0,37.9
1770631368.0513005,44.0,38.6,47.1,41.6,46.1,43.1,37.6,36.3,40.6,43.6,38.6,45.6,45.1,46.5,48.0,43.1,50.5,47.5,49.5,45.5,43.1,44.0
1770631369.0514057,41.0,41.2,42.6,35.6,42.6,35.0,34.0,54.9,44.1,46.6,39.0,40.6,32.7,38.0,40.8,48.0,42.6,33.3,43.1,46.1,30.3,41.3
1770631370.051475,42.2,31.4,46.1,40.6,46.5,44.1,45.0,46.1,46.5,46.5,46.6,43.1,49.0,36.3,36.3,47.1,46.6,42.7,49.0,41.7,35.9,39.8
1770631371.0527995,45.1,31.7,41.6,42.6,42.2,45.1,42.2,39.2,42.2,43.0,44.7,42.6,48.5,50.0,39.0,39.2,35.6,42.3,34.0,48.0,41.7,42.6
1770631372.052877,39.6,45.5,48.5,55.4,40.6,36.0,41.7,43.0,49.5,48.5,46.1,38.8,37.9,49.0,43.6,36.6,43.6,40.4,41.6,40.6,42.0,44.0
1770631373.0534513,43.4,46.6,39.6,49.5,42.2,39.6,52.0,52.9,41.2,48.0,42.2,43.6,42.4,50.5,44.6,41.6,41.0,52.5,47.5,45.5,41.3,44.6
1770631374.053518,41.0,43.6,43.1,38.6,40.0,38.0,51.0,40.6,36.0,43.4,33.3,45.0,40.6,44.6,38.2,44.0,44.7,49.0,35.0,40.6,36.6,44.0
1770631375.053805,46.1,43.1,35.7,47.1,41.2,44.1,43.6,38.6,39.2,49.5,41.6,43.7,40.8,47.5,54.9,45.5,45.1,42.6,43.0,36.6,44.6,47.6
1770631376.0548985,45.0,51.5,46.1,47.1,47.5,39.8,46.0,49.0,40.6,49.5,44.1,45.5,39.0,43.6,47.0,48.0,44.0,40.2,43.6,46.1,48.5,47.5
1770631377.05497,49.5,52.5,41.8,50.5,50.5,44.1,48.5,44.6,43.0,52.0,49.0,46.6,50.0,46.2,52.9,49.0,44.1,44.7,51.0,53.9,50.0,49.5
1770631378.055432,44.6,48.0,44.7,44.0,50.5,46.5,45.1,47.5,43.1,49.0,45.5,43.0,59.4,46.5,42.2,43.0,39.0,43.1,43.7,44.6,45.6,45.1
1770631379.055952,46.5,52.5,57.0,44.1,50.5,45.5,44.6,40.0,49.5,46.5,50.5,54.9,50.0,48.5,50.0,46.1,44.6,55.4,54.9,48.0,54.9,48.5
1770631380.0560384,52.0,49.5,53.0,46.1,46.1,47.5,45.1,53.9,46.5,58.4,50.0,50.5,47.1,52.0,55.3,47.5,45.1,56.9,46.0,47.6,48.0,46.5
1770631381.0568151,55.0,49.5,45.5,45.1,51.0,47.1,48.5,48.5,50.5,53.9,45.6,54.9,44.0,55.4,59.4,55.3,43.1,56.4,52.4,49.0,51.0,48.0
1770631382.0574534,48.0,45.6,47.0,47.5,46.5,45.1,46.5,44.0,37.6,50.5,48.0,46.6,50.0,44.1,49.0,55.9,46.1,42.2,44.0,46.6,52.5,47.5
1770631383.058184,42.4,59.8,44.6,53.5,56.9,42.4,51.0,42.6,45.0,53.0,51.5,43.6,56.0,51.0,53.0,53.5,52.0,38.6,42.2,53.9,44.0,49.5
1770631384.0582588,44.0,52.0,45.5,54.9,53.5,49.0,55.4,52.4,48.5,47.1,53.5,50.0,57.8,51.0,50.5,58.4,48.5,51.0,50.5,49.0,44.6,48.0
1770631385.0583317,49.5,46.1,46.5,49.5,45.5,54.9,49.5,52.5,49.5,50.5,51.0,43.6,45.5,48.5,51.0,46.1,51.5,52.4,51.5,48.0,49.0,44.0
1770631386.058418,45.0,52.0,47.5,54.0,44.6,49.0,53.5,45.6,42.6,50.5,45.6,46.1,43.0,48.5,51.5,43.1,50.0,54.0,48.5,46.5,45.5,46.1
1770631387.0590143,52.5,40.2,47.5,46.0,54.5,51.5,50.5,55.4,61.8,50.5,45.0,54.0,49.5,44.6,45.6,43.0,47.1,44.6,51.5,52.0,47.1,56.0
1770631388.0590918,48.0,50.0,40.0,52.4,43.6,47.5,46.0,45.5,46.1,53.9,51.5,49.5,45.1,45.1,44.0,46.0,50.5,48.5,42.4,54.9,49.5,42.0
1770631389.059159,43.0,52.9,45.0,46.0,43.1,50.5,48.0,40.0,40.2,36.3,42.7,41.0,48.5,40.6,45.5,41.6,34.0,49.0,37.0,48.5,43.4,42.2
1770631390.059229,46.5,54.9,48.5,43.6,49.0,50.5,51.0,45.6,46.5,49.0,53.5,54.5,52.5,48.0,44.6,48.0,47.1,49.0,50.5,49.0,51.5,53.0
1770631391.059302,42.6,42.2,44.6,51.5,45.1,46.1,50.5,54.5,48.0,52.9,46.1,45.6,42.6,57.4,45.5,51.0,43.6,45.5,47.6,55.9,43.0,40.2
1770631392.059381,50.0,50.5,41.2,50.5,44.6,41.6,48.0,52.9,51.5,39.2,43.6,43.6,31.1,48.5,42.6,49.5,46.6,48.5,43.7,47.1,45.1,52.4
1770631393.059451,52.5,50.0,43.6,45.5,49.0,50.0,48.5,37.0,40.8,50.0,45.6,52.0,43.6,51.9,59.0,51.0,57.0,44.0,44.0,50.5,49.0,42.2
1770631394.0595324,44.4,53.4,48.5,45.1,49.5,50.0,46.6,45.6,44.9,48.0,49.5,42.2,50.5,51.0,51.5,48.5,49.0,45.1,46.1,48.5,53.0,46.6
1770631395.0596285,51.0,43.6,51.0,52.5,38.6,53.5,45.5,44.0,59.2,45.0,57.3,49.0,48.0,49.5,46.5,42.6,47.1,48.0,39.8,52.0,50.5,38.0
1770631396.0597067,46.0,52.4,55.0,54.4,52.5,58.8,49.0,50.0,42.0,47.5,47.5,50.0,49.0,48.5,43.0,46.0,52.9,43.4,40.2,53.4,50.5,47.5
1770631397.0608625,55.4,52.0,45.5,49.0,50.5,52.9,46.5,46.1,54.9,41.2,54.5,52.5,52.0,48.0,40.2,47.5,50.5,48.5,47.6,42.6,46.5,46.5
1770631398.0621696,47.5,42.0,52.9,45.1,47.5,39.4,47.5,50.0,43.6,37.6,57.0,46.5,43.4,50.0,50.0,50.0,47.1,51.5,41.6,46.0,49.5,52.0
1770631399.0622585,47.5,56.9,48.5,48.0,54.1,45.5,52.9,46.5,46.5,48.5,48.5,47.1,48.0,50.0,42.7,45.1,47.5,50.0,52.9,47.1,49.5,48.0
1770631400.0623364,57.8,46.0,51.5,49.0,50.0,40.2,38.6,44.6,46.5,40.8,52.0,58.8,50.0,50.5,51.0,43.1,42.6,49.5,48.5,46.5,43.6,43.1
1770631401.0624266,50.0,41.7,53.0,50.0,50.5,46.5,37.4,45.1,48.5,50.0,42.0,45.5,54.9,44.6,46.5,40.6,52.0,39.2,42.6,43.6,48.5,39.6
1770631402.062495,41.0,42.6,44.0,48.5,41.6,41.6,44.6,39.8,45.6,40.8,45.5,46.0,52.4,43.4,41.6,44.9,45.5,53.0,38.2,47.0,36.0,55.9
1770631403.062582,58.4,57.4,52.9,47.6,53.5,47.1,52.5,51.0,49.5,49.0,47.1,50.0,48.0,53.9,54.9,50.5,43.6,53.4,55.3,45.0,51.5,49.0
1770631404.0626726,62.4,41.2,54.0,46.1,48.0,61.4,52.9,47.1,56.4,51.5,56.9,46.5,54.5,51.0,58.0,56.9,49.5,58.8,47.0,52.4,51.0,54.9
1770631405.062752,46.5,49.5,43.6,49.5,42.6,53.4,37.6,49.5,40.6,50.5,48.5,52.4,51.0,45.6,44.2,45.5,43.0,48.0,45.5,43.1,52.9,54.9
1770631406.0635097,45.5,52.5,41.0,47.1,44.1,48.5,51.5,40.2,53.5,48.5,48.5,53.0,51.5,46.5,40.2,48.5,44.6,50.5,59.2,49.5,50.0,43.6
1770631407.0635798,52.4,45.1,53.0,49.5,51.5,57.0,52.0,40.6,52.0,47.0,47.0,49.5,48.0,45.1,48.0,47.1,53.4,49.0,46.5,48.0,47.0,51.0
1770631408.063652,49.5,50.5,49.0,51.5,46.5,47.5,56.3,41.6,45.0,46.1,47.5,42.2,42.6,46.5,41.0,48.0,44.6,49.0,38.0,51.0,40.6,53.0
1770631409.0643544,49.5,49.5,52.9,46.0,46.0,51.0,41.0,53.0,51.5,54.0,55.9,50.5,48.0,54.9,56.4,45.5,49.0,50.0,53.9,47.0,43.7,40.4
1770631410.0646195,51.5,57.0,49.0,51.5,52.0,48.5,51.0,49.0,51.0,53.5,48.0,46.5,54.5,54.0,57.8,47.5,46.5,48.0,51.5,49.0,45.5,50.0
1770631411.0646863,54.0,47.1,51.0,49.0,48.0,52.0,45.1,53.9,52.5,45.1,40.6,49.5,42.6,49.0,48.5,47.5,50.0,55.4,46.6,56.9,45.1,52.5
1770631412.0647523,43.6,47.1,60.2,48.5,49.5,53.5,54.9,51.0,48.5,48.5,46.1,45.1,49.5,45.0,47.1,51.0,46.5,51.5,48.5,42.6,49.5,39.4
1770631413.0653863,47.5,47.1,49.5,47.5,41.2,42.7,38.6,42.2,45.1,42.0,47.5,40.6,46.1,38.8,49.0,42.2,40.6,44.1,43.1,46.1,45.5,41.2
1770631414.065455,50.5,57.4,43.4,47.1,47.0,48.5,53.0,47.0,44.6,48.5,48.5,45.0,40.6,47.5,51.5,43.6,54.5,43.6,46.5,43.1,43.1,36.3
1770631415.0665958,53.1,56.4,55.0,48.5,48.0,49.5,52.5,51.0,53.5,46.0,44.6,52.4,60.4,45.1,52.0,50.0,44.1,46.5,48.0,55.9,44.6,53.0
1770631416.0666704,48.5,52.0,48.5,54.4,49.5,50.5,45.0,47.5,47.1,51.5,47.5,48.5,47.1,43.3,50.0,46.5,44.6,54.5,51.5,49.5,48.0,54.9
1770631417.0667453,56.0,46.5,44.1,52.0,47.5,51.0,53.9,50.5,49.5,50.5,48.0,53.5,47.5,50.0,57.8,52.4,54.5,51.5,48.0,45.6,47.0,41.2
1770631418.066816,68.6,39.2,51.5,45.1,49.0,50.0,45.5,50.5,52.5,47.1,46.5,44.7,53.4,47.6,44.1,49.5,44.6,52.5,47.5,44.1,50.0,52.5
1770631419.066856,50.0,47.5,58.4,48.5,51.5,53.9,44.0,51.0,52.4,52.0,45.0,58.8,54.9,60.0,51.0,51.0,48.5,54.5,43.7,46.0,52.5,50.5
1770631420.0669339,49.0,45.5,54.0,46.5,41.0,44.0,52.5,45.0,52.5,45.1,58.4,46.5,40.0,53.5,43.0,43.1,44.1,50.5,47.0,43.4,51.5,44.0
1770631421.0670047,50.5,49.0,46.1,42.6,47.5,52.0,39.6,47.5,49.0,43.7,46.6,51.0,43.0,42.2,44.1,37.4,44.6,38.6,45.1,46.1,40.6,41.2
1770631422.0672941,54.5,43.4,45.5,51.0,46.1,48.0,51.0,47.1,36.6,48.0,48.0,46.6,56.3,47.0,48.5,42.6,46.6,37.6,42.6,49.0,50.0,49.5
1770631423.067724,56.4,39.2,40.2,48.5,45.5,42.3,38.0,48.5,47.5,50.0,46.6,43.6,40.6,48.0,45.1,44.1,53.5,38.2,49.5,43.0,49.0,37.3
1770631424.0678144,48.0,33.7,45.0,41.0,44.4,51.0,39.6,43.4,38.2,42.4,39.8,46.5,44.6,45.1,42.6,44.6,39.6,42.0,35.6,43.0,41.7,35.3
1770631425.0681925,37.0,42.2,38.2,32.4,41.6,46.0,48.0,38.8,43.6,35.0,39.8,44.6,40.2,35.6,25.7,48.0,39.2,48.5,38.0,41.3,33.0,40.6
1770631426.0682662,40.6,32.4,40.2,34.7,32.0,37.5,30.7,46.1,31.7,35.6,33.0,34.0,42.7,30.1,27.2,50.5,30.7,34.0,49.0,38.6,31.0,34.7
1770631427.0683503,43.0,44.0,43.0,43.6,46.5,43.0,34.3,39.2,33.7,50.5,34.7,41.2,41.6,43.4,44.0,40.6,41.2,38.2,46.1,43.0,40.8,41.2
1770631428.0684354,35.6,43.6,37.6,39.6,44.6,34.7,32.4,32.7,35.9,34.7,37.3,40.6,38.5,26.7,47.1,34.3,24.5,31.0,27.5,30.1,27.7,29.1
1770631429.0685358,33.0,34.3,38.6,31.4,43.0,27.2,45.1,24.0,36.9,35.6,35.9,30.1,43.6,39.8,27.5,34.0,29.4,42.7,32.0,39.6,22.3,31.7
1770631430.0686033,41.4,43.6,37.6,39.6,43.1,34.3,39.8,33.0,30.0,33.7,31.0,32.7,44.4,29.0,44.6,55.4,30.0,33.3,27.7,39.2,37.6,38.2
1770631431.0686827,36.3,41.2,41.0,26.7,37.4,35.9,42.4,43.6,33.0,51.5,37.6,32.4,41.7,43.1,30.7,51.5,30.1,34.3,27.7,42.6,32.0,33.3
1770631432.068752,35.6,40.6,39.2,35.6,33.0,37.6,33.7,37.3,38.6,42.0,39.6,30.7,47.5,46.1,47.5,40.4,41.6,37.6,40.8,33.7,44.0,43.6
