timestamp,CPU_0(group_0),CPU_2(group_0),CPU_4(group_0),CPU_6(group_0),CPU_8(group_1),CPU_10(group_1),CPU_12(group_1),CPU_14(group_1),CPU_16(group_2),CPU_18(group_2),CPU_20(group_2),CPU_22(group_2),CPU_24(group_3),CPU_26(group_3),CPU_28(group_3),CPU_30(group_3),CPU_32(group_4),CPU_34(group_4),CPU_36(group_4),CPU_38(group_4),CPU_40(group_5),CPU_42(group_5),CPU_44(group_5),CPU_46(group_5)
1770632382.889989,50.5,47.1,55.0,38.8,41.2,44.7,46.1,46.1,52.5,50.0,55.9,3.1,5.1,5.1,4.1,4.0,3.0,4.0,36.7,3.0,4.0,3.0,4.0,2.1
1770632383.8900626,45.5,48.5,51.9,44.6,58.4,48.0,49.0,42.2,49.0,42.6,47.6,7.0,5.1,4.1,6.0,3.1,3.0,5.1,20.0,2.1,3.1,4.0,3.0,3.1
1770632384.8909578,54.0,51.0,54.5,61.4,57.4,53.0,55.9,56.9,54.0,48.5,52.0,6.2,5.2,7.1,4.2,10.2,15.5,8.1,7.1,8.1,6.1,4.1,5.2,3.1
1770632385.8910353,53.9,53.0,56.3,51.0,52.0,50.0,52.5,52.5,56.9,52.0,48.0,9.0,8.2,7.1,8.2,5.1,13.3,9.2,5.1,6.1,7.1,8.1,6.1,4.0
1770632386.8913739,46.5,46.5,52.5,54.9,61.2,46.5,57.0,50.5,51.5,51.5,50.0,2.1,5.2,4.1,5.1,6.1,4.0,4.0,5.1,5.1,2.1,4.1,3.0,3.1
1770632387.8915334,49.5,51.0,54.5,55.9,54.4,50.0,44.7,52.0,55.4,48.5,47.1,7.0,4.1,6.2,5.1,12.2,6.2,5.2,7.1,15.3,7.1,6.2,7.1,8.1
1770632388.8927562,46.5,47.1,46.0,41.2,44.1,46.1,50.0,45.6,47.6,48.5,35.6,5.1,5.1,4.0,2.1,33.0,2.0,5.1,4.1,3.1,10.0,2.1,2.0,2.0
1770632389.892831,44.7,52.0,43.7,43.4,43.0,41.6,40.0,44.6,65.3,46.1,49.0,1.0,4.1,2.1,4.0,8.1,2.0,36.4,3.0,6.1,4.0,3.0,2.0,5.2
1770632390.8929145,36.3,35.3,42.6,36.3,56.3,40.2,42.2,42.0,44.1,29.0,34.7,4.0,5.9,5.0,3.0,3.0,3.0,10.0,7.1,4.0,4.0,5.1,1.0,5.0
1770632391.8930056,29.7,27.2,32.7,29.0,26.5,34.3,40.8,38.8,36.9,28.2,29.8,2.0,2.1,3.0,1.0,2.0,2.0,4.0,5.1,1.0,3.0,1.0,2.0,1.0
1770632392.8930888,37.6,33.7,38.2,43.7,42.6,35.0,33.0,34.6,45.1,33.3,35.6,4.0,4.0,1.0,2.0,3.0,3.0,2.0,9.0,2.0,2.0,4.0,3.0,2.0
1770632393.893158,27.7,22.3,31.1,40.2,32.4,41.7,38.0,35.0,35.3,29.0,28.4,1.0,4.0,3.0,1.0,0.0,0.0,2.0,6.0,1.0,4.0,3.1,5.2,7.1
1770632394.8932369,31.4,37.0,40.8,29.7,35.9,29.1,48.0,25.7,41.7,35.9,31.4,4.0,3.1,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,6.0
1770632395.893326,28.4,34.0,48.0,34.6,31.4,44.6,35.9,27.9,43.1,33.3,38.2,4.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0
1770632396.8934057,37.6,37.3,45.5,53.9,40.2,43.1,33.3,42.6,41.2,33.7,42.3,4.1,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,0.0
1770632397.8934758,49.0,54.9,56.3,52.9,53.8,50.5,46.1,42.6,51.0,49.0,60.8,6.1,16.0,3.1,1.0,4.1,5.1,5.1,4.0,4.1,18.4,6.1,4.0,2.1
1770632398.893557,45.5,42.6,47.1,50.5,48.0,53.5,58.8,51.0,44.6,56.4,47.1,5.1,4.0,5.1,2.0,2.0,4.1,3.1,2.0,5.0,9.2,11.0,4.0,3.1
1770632399.8939734,41.0,52.0,46.5,52.0,41.2,36.6,49.5,53.4,42.6,35.3,43.6,3.1,6.1,4.1,5.0,2.0,2.1,1.0,3.0,4.1,6.0,3.0,2.0,2.0
1770632400.8940442,45.1,55.3,51.9,51.0,45.1,51.5,50.0,45.5,40.2,43.1,43.1,4.0,3.1,5.0,4.1,3.1,5.0,4.0,3.0,4.1,7.0,7.1,3.1,4.0
1770632401.8941352,54.9,40.2,48.5,47.1,42.6,41.2,50.5,39.6,45.1,48.5,34.6,3.0,3.0,5.1,4.0,3.0,2.0,0.0,5.0,3.0,5.1,6.1,4.0,3.0
1770632402.8942187,44.1,35.9,37.3,39.8,37.9,41.2,44.6,47.6,40.8,41.9,41.2,3.1,4.0,3.1,3.0,2.0,1.0,4.0,2.1,6.0,4.0,5.0,5.9,4.1
1770632403.8942995,43.0,51.0,48.0,52.9,48.5,41.2,46.1,47.1,46.0,38.6,43.1,4.0,4.0,3.1,4.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,5.1,8.2
1770632404.8943756,41.0,42.4,41.6,34.3,35.0,36.6,37.6,44.1,42.6,32.7,48.5,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,5.1,6.1,6.0,5.1,5.1
1770632405.8944442,44.1,39.6,38.0,46.0,42.0,47.6,43.6,42.6,38.8,36.6,50.0,3.1,4.0,5.1,2.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,2.0
1770632406.8945131,56.9,54.4,53.5,46.5,47.1,51.0,53.0,49.0,54.9,46.6,57.3,4.0,4.0,4.1,4.0,4.1,4.0,3.1,3.0,3.1,5.0,4.0,4.1,3.0
1770632407.8953452,53.5,57.0,47.6,58.3,51.5,53.0,45.1,40.6,55.9,42.0,51.5,3.1,6.1,6.1,1.0,3.1,4.0,4.0,3.1,3.0,3.0,3.1,4.0,4.0
1770632408.89541,41.0,48.5,49.5,59.6,51.5,48.5,53.3,53.5,47.1,49.0,48.0,4.0,4.1,4.1,4.1,5.0,2.1,3.1,3.1,2.1,4.0,5.1,5.1,3.1
1770632409.895479,51.5,50.5,42.6,45.6,44.6,50.5,52.5,46.5,41.0,43.8,51.0,4.2,4.1,4.1,4.1,6.1,4.1,5.1,4.1,3.1,5.1,6.1,6.2,4.1
1770632410.8961618,48.5,45.9,48.5,47.1,44.2,39.6,44.7,43.4,47.1,47.5,43.3,4.1,3.1,2.0,4.0,4.0,5.0,6.1,2.0,5.1,4.1,4.1,7.0,6.1
1770632411.8967803,50.5,45.1,47.1,49.5,39.4,41.3,48.0,35.0,49.5,44.6,49.0,4.0,4.0,4.0,4.0,2.1,2.0,4.1,3.1,4.0,3.0,2.0,3.1,3.0
1770632412.8976326,41.4,51.0,51.5,52.9,45.5,43.6,50.5,50.0,48.0,46.1,52.9,4.1,5.1,4.0,2.1,4.1,4.1,5.1,4.1,3.0,4.1,1.0,3.0,4.0
1770632413.897842,47.5,53.5,45.5,49.5,53.8,46.5,49.0,52.0,51.5,45.1,52.9,5.1,4.1,5.1,3.1,6.1,3.0,1.0,3.0,22.4,3.1,5.0,4.0,4.0
1770632414.897917,52.0,53.9,55.6,57.4,54.0,54.5,53.5,46.9,48.0,53.5,49.5,4.1,4.1,3.1,5.0,4.1,2.1,4.0,6.0,33.3,3.1,3.0,1.0,3.1
1770632415.8980072,50.0,49.0,48.5,58.4,46.5,49.0,52.0,48.6,50.0,47.0,50.5,4.1,4.1,4.1,4.1,5.1,5.1,6.1,3.1,3.0,3.1,4.1,2.0,5.0
1770632416.8989773,59.2,57.6,52.5,48.0,50.0,52.5,50.0,52.5,55.9,49.0,47.5,4.1,5.0,3.0,4.0,3.1,5.0,3.0,3.1,1.0,1.0,3.0,3.1,5.0
1770632417.899063,52.0,52.4,44.0,51.0,55.4,50.5,52.5,53.9,50.5,48.0,47.5,6.0,4.2,4.1,3.1,6.1,7.1,3.1,3.0,18.2,8.2,5.1,5.1,6.1
1770632418.8991354,45.5,50.5,45.5,47.0,51.0,43.0,46.5,44.7,47.5,48.0,46.5,4.1,5.1,5.1,5.1,3.1,3.1,3.1,3.0,12.2,5.1,2.0,2.0,5.1
1770632419.8992157,45.5,56.6,54.9,53.9,42.4,47.5,46.5,50.5,54.4,46.0,49.5,5.1,7.0,4.1,4.0,3.0,4.0,4.1,12.4,3.1,3.0,3.1,4.0,5.0
1770632420.8993146,46.0,51.0,52.0,47.5,48.0,48.5,52.0,60.0,51.5,49.5,51.0,4.2,3.1,5.2,4.1,5.2,4.1,7.1,36.0,3.0,5.9,4.1,5.0,9.2
1770632421.899397,52.5,48.5,53.4,47.1,51.0,53.5,46.5,51.0,49.0,56.0,49.0,4.0,4.1,4.0,4.1,4.0,5.0,4.0,2.0,3.0,2.0,3.0,3.1,3.1
1770632422.8994849,48.0,47.6,44.6,52.5,47.6,48.0,45.1,49.0,45.1,50.5,48.1,6.1,5.2,3.1,3.1,2.1,3.1,5.0,5.1,1.0,2.0,2.0,2.0,2.0
1770632423.89956,43.4,45.5,44.7,46.0,43.6,43.7,46.5,42.7,43.0,39.6,42.7,3.1,5.1,3.1,4.0,4.1,2.1,4.1,3.0,2.0,3.0,3.0,0.0,4.0
1770632424.8997421,44.4,51.0,45.5,40.8,52.0,45.1,54.4,45.1,46.5,57.3,48.0,4.0,6.0,2.0,3.1,4.0,5.1,3.1,3.1,0.0,2.0,5.0,3.0,3.0
1770632425.9004712,56.9,56.9,55.9,51.0,47.6,48.0,55.0,47.0,51.5,54.0,54.9,3.0,2.1,5.1,3.1,5.9,3.0,3.1,6.0,1.0,3.1,2.0,3.0,2.0
1770632426.9005942,47.1,45.1,52.0,48.5,47.5,55.0,48.5,44.6,43.3,50.5,41.0,6.1,7.1,6.1,6.1,4.1,4.1,5.0,4.1,4.0,5.0,4.0,4.1,4.0
1770632427.900667,51.5,40.4,44.6,47.5,46.0,52.4,48.0,41.6,48.0,52.0,37.0,3.1,2.1,4.0,3.1,4.1,3.0,4.2,6.1,3.0,2.0,3.1,4.0,3.0
1770632428.901176,46.0,43.1,42.6,39.6,50.5,45.5,37.3,47.5,53.8,39.8,45.1,5.1,5.9,4.1,4.0,5.1,5.2,4.0,6.1,1.0,5.0,2.0,4.1,3.1
1770632429.9012883,43.0,53.0,44.6,45.5,44.6,42.6,47.5,48.0,39.2,43.4,51.5,3.1,2.0,4.0,5.0,2.0,1.0,3.0,2.0,5.1,4.1,3.1,2.0,4.0
1770632430.9016263,47.0,55.0,48.5,51.0,39.0,55.4,51.0,55.0,47.5,51.5,46.5,3.1,4.1,2.1,5.1,3.0,4.0,4.0,1.0,0.0,2.0,4.0,3.0,2.0
1770632431.901707,55.9,48.0,46.5,42.6,47.0,49.0,52.0,50.0,47.1,45.2,50.5,4.1,5.1,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,5.1,6.9
1770632432.9017723,48.5,50.5,50.0,41.0,47.5,41.6,41.6,48.0,50.5,50.5,51.0,6.0,6.1,5.1,4.1,6.0,4.1,2.1,4.1,4.0,5.2,4.1,5.1,4.1
1770632433.9018476,60.4,50.5,49.0,44.6,49.0,46.6,52.9,52.5,48.5,50.0,52.4,2.1,6.1,3.0,3.1,4.1,6.1,6.1,2.1,2.1,27.3,3.1,6.0,4.0
1770632434.901915,58.4,52.0,63.7,60.4,56.9,56.9,54.0,54.9,47.0,59.2,46.0,4.1,6.1,3.1,6.0,3.1,3.0,2.0,2.0,1.0,17.2,1.0,4.0,2.0
1770632435.9019945,59.6,58.3,55.4,64.0,53.5,55.0,54.0,47.5,53.8,49.5,62.0,4.1,6.1,6.0,4.1,4.1,3.1,2.1,3.1,2.0,22.8,1.0,11.2,3.1
1770632436.9020739,57.8,45.0,43.4,58.0,46.0,44.1,45.5,47.1,46.1,48.5,45.1,5.1,3.1,4.1,5.1,7.1,4.0,2.0,2.0,3.0,8.2,2.0,32.3,2.0
1770632437.9021475,56.4,45.0,56.0,52.5,50.0,52.5,49.5,45.1,47.0,53.9,44.1,5.1,6.2,7.1,5.1,5.1,6.1,5.0,4.0,3.0,9.1,5.0,8.1,4.1
1770632438.902219,57.4,47.1,56.4,53.0,48.5,54.9,46.5,47.0,52.5,50.5,51.0,7.1,8.1,7.2,9.3,7.1,10.1,7.3,7.1,5.2,7.1,8.2,6.2,8.1
1770632439.9031906,52.0,52.0,56.7,51.0,55.3,55.9,48.0,50.5,52.4,46.5,54.5,14.4,6.1,7.1,6.1,5.1,5.1,5.1,5.1,5.0,4.0,4.0,4.0,3.1
1770632440.9032633,56.6,54.5,57.0,51.0,43.6,49.0,49.5,52.4,52.9,60.6,53.8,39.0,5.1,4.2,3.1,5.1,5.1,2.0,3.1,4.0,3.1,4.0,1.0,4.0
1770632441.903336,55.9,59.8,48.5,54.9,52.9,50.0,55.0,49.0,54.4,52.4,56.0,42.4,4.1,5.1,6.1,2.1,5.1,4.0,2.0,4.1,5.1,3.1,6.1,3.1
1770632442.903428,47.5,51.0,53.8,49.0,45.1,56.0,51.5,53.5,55.9,46.6,47.6,2.0,6.1,4.1,5.1,4.0,3.1,5.1,3.1,4.0,8.2,4.0,3.1,4.0
1770632443.9034946,50.0,50.0,56.6,50.0,53.0,50.5,47.0,52.0,61.4,48.0,55.4,12.4,6.1,4.1,6.1,5.1,4.1,4.1,8.1,3.1,6.1,6.1,4.1,6.2
1770632444.903571,46.0,52.5,44.1,47.6,49.5,45.5,42.6,49.0,56.9,52.0,40.4,3.0,4.0,3.1,4.0,4.0,3.1,4.0,4.0,3.1,4.0,4.0,3.0,5.9
1770632445.904376,41.6,43.1,44.0,49.5,60.2,45.1,48.0,38.2,44.6,51.5,36.6,4.0,11.1,7.1,5.1,3.1,7.1,5.2,4.1,4.0,3.1,4.0,4.0,4.1
1770632446.9044473,45.5,42.9,38.6,50.5,49.0,52.0,47.5,44.1,53.4,44.1,43.6,4.1,32.0,14.0,3.0,4.0,4.0,4.0,4.0,3.0,8.0,4.1,5.1,5.1
1770632447.9045148,47.5,50.0,52.4,48.5,51.0,47.5,44.6,46.5,53.0,51.0,49.0,4.0,13.4,32.0,4.0,4.0,3.1,3.1,5.1,5.1,6.2,6.0,3.1,4.0
1770632448.9046326,55.9,47.4,56.4,51.0,52.0,57.4,51.5,51.5,47.1,42.6,47.5,3.1,5.0,33.3,3.1,3.0,2.0,4.1,4.0,2.0,6.1,3.1,4.0,2.1
1770632449.9047134,53.5,47.6,41.0,46.5,47.0,46.5,44.0,45.0,45.5,41.0,38.6,7.0,6.1,30.6,5.1,3.1,15.2,5.0,5.2,5.2,5.1,7.1,4.1,5.1
1770632450.9047875,49.5,44.4,50.5,51.5,49.0,51.0,48.5,48.5,54.5,53.9,51.5,6.1,12.2,8.1,6.1,5.1,22.4,4.1,5.1,3.1,4.1,3.1,5.1,7.0
1770632451.90487,43.7,43.6,43.1,46.6,48.5,45.1,46.5,49.5,59.2,43.1,43.6,4.1,30.3,3.1,5.1,3.1,7.0,6.1,6.1,7.0,3.1,4.0,5.1,5.1
1770632452.9049523,47.5,47.5,48.0,49.0,47.1,50.0,52.9,46.1,55.4,46.1,57.7,4.0,5.1,5.0,4.1,4.0,4.1,3.1,1.0,3.1,2.0,3.0,5.1,5.1
1770632453.9051318,45.5,48.0,43.1,44.0,43.0,45.1,40.6,39.8,49.0,43.0,45.0,3.1,3.1,4.1,3.0,2.0,2.0,4.0,4.1,3.1,4.0,1.0,5.0,5.0
1770632454.9052165,46.9,44.6,40.6,44.1,41.6,42.6,47.5,44.1,48.5,45.1,34.7,4.1,4.1,5.1,2.1,2.1,4.0,3.1,7.0,3.0,4.1,3.0,1.0,4.0
1770632455.905292,53.9,50.0,57.0,54.9,48.5,53.5,47.1,58.4,52.0,47.1,48.5,10.0,6.1,4.1,7.0,6.1,5.1,4.0,3.1,6.1,4.1,4.0,4.0,5.1
1770632456.9053774,54.5,50.5,49.0,47.6,54.5,56.9,52.5,43.1,55.9,56.9,51.0,35.7,4.1,5.1,3.1,3.1,2.1,3.0,3.1,5.1,5.1,2.1,4.0,6.1
1770632457.9054494,52.9,58.8,51.0,38.6,48.0,60.8,55.4,51.5,49.0,54.5,47.5,26.0,3.0,5.1,3.0,4.0,5.1,4.0,5.0,4.1,3.0,4.0,3.1,2.1
1770632458.9055285,51.0,49.5,53.9,55.9,46.1,42.6,66.3,51.5,44.6,56.0,49.5,4.0,3.1,5.0,4.1,1.0,2.0,2.0,1.0,3.1,4.0,3.1,4.0,4.0
1770632459.9056108,51.5,51.0,59.0,53.5,53.5,46.5,56.4,48.0,49.0,51.0,53.0,3.1,4.0,3.1,6.1,4.0,2.0,2.0,4.0,4.1,5.1,4.1,5.1,5.9
1770632460.9056878,53.5,49.0,53.9,51.0,53.4,49.0,47.5,50.5,49.0,45.1,50.0,3.0,4.1,7.0,4.0,2.1,2.1,2.0,3.1,5.1,3.1,1.0,3.1,3.1
1770632461.90577,53.5,45.5,57.0,54.4,53.5,49.5,56.6,55.3,42.0,40.6,48.5,3.1,5.1,5.1,7.0,8.1,7.1,6.1,5.2,10.1,6.0,4.0,5.1,5.1
1770632462.906728,44.6,47.1,48.1,56.4,46.0,51.5,50.0,52.0,49.0,53.4,53.4,4.0,3.1,4.1,4.1,4.0,4.0,3.0,3.0,3.0,2.1,3.1,4.0,4.0
1770632463.90681,45.0,43.6,40.6,50.0,40.2,41.6,43.0,50.5,46.0,42.2,49.5,5.0,4.1,3.1,3.1,3.1,4.1,3.1,2.0,3.1,3.0,5.1,3.1,4.0
1770632464.9078193,47.0,48.0,48.0,45.6,46.1,50.5,47.6,49.0,53.3,50.0,49.5,3.1,4.1,4.1,6.1,5.1,2.0,3.1,2.0,1.0,2.0,3.0,3.0,18.0
1770632465.9092822,42.6,46.1,43.7,40.2,40.6,50.0,41.6,37.3,41.6,34.7,49.5,3.0,5.0,4.1,5.1,4.0,5.1,2.0,3.1,4.0,4.0,3.0,3.1,39.4
1770632466.909754,54.5,47.1,45.5,39.2,49.0,39.8,46.1,45.6,46.1,39.6,52.4,6.1,4.1,5.1,4.0,5.1,3.1,3.0,38.6,4.0,4.0,3.1,4.0,6.0
1770632467.9098248,52.9,40.6,50.5,50.5,52.5,56.9,55.9,51.5,44.6,43.1,48.0,5.2,5.2,4.1,4.1,7.1,4.0,6.0,28.6,25.3,6.1,4.0,4.0,15.3
1770632468.9098957,45.5,52.9,49.0,57.8,45.6,47.1,60.2,46.1,48.5,47.5,44.6,5.0,5.1,5.1,5.1,3.1,4.0,5.1,4.0,3.0,2.0,3.0,2.1,36.0
1770632469.9102983,55.9,42.6,51.0,52.9,53.4,50.0,47.0,43.1,49.5,52.9,45.1,6.1,4.1,7.1,4.1,3.1,5.1,1.0,26.3,2.0,5.1,3.1,4.0,18.2
1770632470.910375,57.4,46.1,52.5,47.5,44.4,53.8,51.5,46.1,62.7,43.6,52.5,4.1,3.1,3.1,4.0,4.0,5.1,2.1,2.0,4.0,4.0,3.1,5.1,22.2
1770632471.9110367,42.2,36.6,45.0,52.5,46.6,45.5,53.4,40.2,46.1,54.9,46.0,4.0,5.1,6.1,6.2,2.1,3.1,3.1,4.1,3.1,5.1,3.1,4.0,4.1
1770632472.911108,52.4,51.5,46.0,41.0,48.5,51.0,48.5,49.5,52.4,50.0,47.6,3.1,3.1,4.1,4.1,4.0,4.1,4.1,4.1,4.0,3.1,6.1,5.0,4.1
1770632473.9111898,53.5,54.5,51.0,63.4,59.8,52.9,50.5,49.0,59.8,59.4,49.5,10.2,5.2,7.1,5.1,8.1,5.2,7.0,7.1,3.1,5.1,6.0,3.1,4.0
1770632474.9112628,48.5,52.0,51.5,57.0,54.9,46.0,50.5,52.9,52.9,45.0,52.5,35.0,5.1,3.1,5.1,4.1,4.1,3.1,4.1,4.1,5.2,4.0,3.1,2.0
1770632475.9113443,51.0,57.8,56.9,51.0,55.3,55.0,48.5,47.5,52.0,47.1,48.5,19.0,3.1,3.1,3.1,3.1,4.0,4.0,4.0,5.0,5.1,2.1,3.1,6.1
1770632476.9114254,46.0,40.8,43.6,43.1,48.0,50.0,59.2,42.6,50.0,47.5,56.4,1.0,4.1,4.1,3.1,4.0,3.1,2.0,2.0,4.1,3.1,3.0,3.0,4.0
1770632477.9115076,51.0,52.0,54.5,45.5,49.5,52.9,48.0,45.1,62.7,52.4,52.9,5.1,2.1,3.1,3.1,4.0,3.0,3.1,2.1,3.1,5.1,3.1,3.0,5.1
1770632478.9115827,58.0,46.0,52.4,53.9,53.9,47.5,52.4,50.5,46.0,49.0,48.5,25.5,4.1,5.1,5.1,4.0,4.1,3.1,3.0,3.1,3.0,4.1,6.1,4.1
1770632479.911946,52.0,50.5,48.0,47.5,51.5,48.5,55.0,45.1,53.9,43.0,52.5,26.0,22.2,6.1,5.1,4.1,3.0,5.1,5.1,5.0,3.1,3.1,5.0,3.0
1770632480.912016,46.5,49.0,52.4,41.2,38.6,39.2,46.1,40.6,43.1,43.1,51.5,4.1,18.8,4.0,5.0,4.1,5.1,5.1,3.1,2.1,4.0,3.0,2.0,3.0
1770632481.9121761,53.9,55.4,51.0,49.0,56.4,48.5,46.5,41.6,48.0,53.5,45.0,2.1,3.1,4.1,3.1,3.1,4.1,2.0,3.0,4.0,2.0,4.1,3.1,2.0
1770632482.9123673,56.4,49.0,44.1,50.0,47.5,53.0,53.5,37.9,43.6,48.0,49.0,3.1,6.0,3.1,4.1,5.1,3.0,5.1,4.0,4.1,2.1,5.1,4.0,3.0
1770632483.912476,49.5,42.6,44.1,45.1,50.5,44.1,53.4,51.0,37.6,46.6,49.5,5.1,3.1,4.1,8.0,3.1,4.1,3.0,1.0,3.1,3.0,3.0,3.0,1.0
1770632484.9125671,48.5,40.0,50.0,42.0,49.0,46.6,51.5,51.5,50.5,44.6,48.5,5.1,6.1,4.0,3.1,5.1,4.1,4.1,3.1,6.0,3.1,3.0,5.0,4.0
1770632485.9126492,56.0,55.4,59.4,47.0,50.0,53.4,50.5,52.9,52.9,53.4,47.5,5.2,6.1,7.2,6.1,7.1,7.1,6.3,6.1,7.1,8.1,5.1,6.1,7.1
1770632486.9127326,46.5,49.5,61.8,52.0,46.5,52.0,52.5,48.0,47.1,52.0,51.5,7.2,7.1,9.0,7.1,9.1,9.1,9.0,23.2,6.2,8.1,7.9,7.0,20.2
1770632487.9128036,60.4,53.5,48.0,48.5,58.0,50.5,57.4,55.4,43.6,52.9,51.5,7.1,7.1,5.2,4.2,5.2,6.1,7.1,6.1,4.1,4.1,3.1,3.1,3.0
1770632488.9128466,53.0,50.0,52.4,60.4,47.5,46.1,45.1,50.0,46.5,54.9,56.7,4.1,6.1,4.1,3.1,4.1,4.0,4.0,3.0,6.9,2.0,5.0,3.0,3.0
1770632489.9129283,43.0,51.5,47.0,45.0,41.6,41.6,41.2,52.5,46.5,48.5,46.1,4.1,3.1,4.0,3.1,4.0,5.0,3.0,6.1,2.1,4.0,2.0,2.0,3.1
1770632490.9137788,37.9,51.0,52.0,43.0,49.5,51.0,44.7,45.2,37.9,47.5,44.6,4.1,7.1,6.1,6.9,5.1,6.1,4.1,8.2,5.1,4.0,4.1,8.0,5.1
1770632491.9138653,48.5,65.0,48.5,48.5,54.4,48.0,54.5,50.0,54.5,48.5,49.0,6.1,3.1,5.1,3.1,2.0,3.0,3.1,4.0,3.1,2.1,1.0,3.0,4.0
1770632492.9139564,53.0,48.0,48.0,48.5,51.5,50.0,56.3,49.0,47.1,45.5,46.1,4.1,5.1,4.1,5.1,6.1,3.1,5.1,4.0,3.1,5.1,5.1,3.0,5.1
1770632493.9140391,48.5,44.2,52.0,48.5,45.6,46.5,49.0,41.0,52.9,37.3,46.1,5.1,8.2,4.0,5.1,2.1,4.1,7.1,5.1,4.1,4.0,5.1,2.0,5.9
1770632494.9141164,48.0,39.4,40.6,42.2,47.0,47.1,49.0,52.0,48.5,52.0,45.5,4.1,4.1,4.0,5.1,4.0,4.1,5.1,3.1,6.1,2.0,4.0,3.0,3.1
1770632495.9141989,54.0,45.5,57.4,45.5,46.5,43.1,55.0,50.0,55.3,51.0,59.6,3.1,6.1,3.1,5.1,1.0,4.0,2.0,5.1,2.0,5.0,3.1,4.0,3.1
1770632496.9142857,57.0,49.5,47.1,43.7,53.5,57.4,49.0,48.0,47.5,41.0,43.6,4.1,14.3,6.2,6.1,5.1,6.1,6.2,6.1,10.1,23.2,10.1,5.1,8.2
1770632497.914363,46.5,39.0,45.5,46.6,43.1,53.5,45.6,48.0,50.0,48.0,50.5,2.0,6.1,4.1,4.1,4.1,4.0,5.1,6.1,3.1,2.0,5.1,5.0,3.0
1770632498.914991,38.8,53.4,48.5,51.0,47.6,49.0,46.5,48.0,51.0,39.0,44.7,4.0,5.1,4.1,6.1,5.0,4.1,3.0,3.0,4.1,1.0,3.0,3.0,1.0
1770632499.915075,57.4,44.6,44.9,48.5,48.0,48.5,39.2,44.7,44.0,44.1,47.5,3.1,3.1,5.1,4.1,3.1,5.1,3.1,4.1,5.1,5.1,5.1,5.1,4.1
